sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
P,False,1,letter,2,True,False,robot_stimuli\\filler.mp4,10
F,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,10
N,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,10
N,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,10
N,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,10
J,False,1,letter,2,False,True,robot_stimuli\\filler.mp4,10
S,False,2,letter,2,True,False,robot_stimuli\\filler.mp4,10
S,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,10
S,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,10
S,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,10
C,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,10
V,False,2,letter,2,False,True,robot_stimuli\\filler.mp4,10
T,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,10
G,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,10
J,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,10
T,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,10
C,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,10
J,True,3,letter,2,False,True,robot_stimuli\\filler.mp4,10
R_Base_Z_For,False,1,robot,1,True,False,robot_stimuli\R_Base_Z_For.mp4,10
R_Base_Z_For,True,1,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,10
R_Arm_X_Back,False,1,robot,1,False,False,robot_stimuli\R_Arm_X_Back.mp4,10
L_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,10
R_Head_X_For,False,1,robot,1,False,False,robot_stimuli\R_Head_X_For.mp4,10
R_Head_X_For,True,1,robot,1,False,True,robot_stimuli\R_Head_X_For.mp4,10
L_Arm_Y_Back,False,2,robot,1,True,False,robot_stimuli\L_Arm_Y_Back.mp4,10
L_Base_Y_Back,False,2,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,10
L_Arm_Y_Back,True,2,robot,1,False,False,robot_stimuli\L_Arm_Y_Back.mp4,10
R_Head_X_Back,False,2,robot,1,False,False,robot_stimuli\R_Head_X_Back.mp4,10
R_Torso_Z_For,False,2,robot,1,False,False,robot_stimuli\R_Torso_Z_For.mp4,10
R_Head_X_Back,True,2,robot,1,False,True,robot_stimuli\R_Head_X_Back.mp4,10
L_Arm_Y_For,False,3,robot,1,True,False,robot_stimuli\L_Arm_Y_For.mp4,10
R_Arm_Y_Back,False,3,robot,1,False,False,robot_stimuli\R_Arm_Y_Back.mp4,10
R_Torso_X_For,False,3,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,10
L_Arm_Y_For,True,3,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,10
R_Arm_Y_Back,True,3,robot,1,False,False,robot_stimuli\R_Arm_Y_Back.mp4,10
R_Head_X_For,False,3,robot,1,False,True,robot_stimuli\R_Head_X_For.mp4,10
