sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.905136300000038,15.905136300000038,e,4.077435200000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.041967199999988,20.041967199999988,space,172.97892429999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['W', 'P']",True,P,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,193.0565825,193.0565825,space,35.94920859999996,235.0297367,230.5161041,232.8229877,235.0297367,236.13363430000004,236.13363430000004,236.13363430000004,236.13363430000004,c,6.007775000000038,242.35842250000002,242.35842250000002,242.35842250000002,242.35842250000002,242.35842250000002,242.35842250000002,242.35842250000002,242.35842250000002,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['T', 'X']",False,R,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,242.35842250000002,242.35842250000002,None,,247.5570965,248.6274413,245.5387424,247.5570965,248.6274413,248.6274413,248.6274413,248.6274413,n,2.065405499999997,250.86647020000004,250.86647020000004,250.86647020000004,250.86647020000004,250.86647020000004,250.86647020000004,250.86647020000004,250.86647020000004,None,None,None,242.35842250000002,242.35842250000002,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['C', 'L']",True,L,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,250.86647020000004,250.86647020000004,None,,256.26516019999997,257.34120889999997,254.25931020000002,256.26516019999997,257.34120889999997,257.34120889999997,257.34120889999997,257.34120889999997,c,1.5123676000000614,259.0229782,284.7170022,259.0229782,284.7170022,259.0229782,284.7170022,259.0229782,284.7170022,19.814814814814813,24.269887500000095,space,250.86647020000004,250.86647020000004,25.621767800000043,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['S', 'P', 'R', 'T']",True,P,4,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,284.7170022,284.7170022,space,10.559297799999968,305.084978,306.159006,303.06904299999997,305.084978,306.159006,306.159006,306.159006,306.159006,c,6.732877600000052,313.0049917,313.0049917,313.0049917,313.0049917,313.0049917,313.0049917,313.0049917,313.0049917,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['Z', 'C', 'V', 'S']",True,Z,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,313.0049917,313.0049917,None,,322.60423220000007,323.68353720000005,320.58717590000003,322.60423220000007,323.68353720000005,323.68353720000005,323.68353720000005,323.68353720000005,c,1.2896216000000322,325.1080786,325.1080786,325.1080786,325.1080786,325.1080786,325.1080786,325.1080786,325.1080786,None,None,None,313.0049917,313.0049917,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['L', 'J', 'B', 'P']",False,X,4,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,325.1080786,325.1080786,None,,334.51508839999997,335.59063119999996,332.4908197,334.51508839999997,335.59063119999996,335.59063119999996,335.59063119999996,335.59063119999996,n,1.5261414000000286,337.25512460000004,345.53849880000007,337.25512460000004,345.53849880000007,337.25512460000004,345.53849880000007,337.25512460000004,345.53849880000007,60.55555555555555,6.649391499999979,space,325.1080786,325.1080786,8.221159100000023,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['S', 'X', 'B', 'F', 'H', 'Q']",True,S,6,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,345.53849880000007,345.53849880000007,space,2.24273119999998,361.7948927,348.8756091,359.77117910000004,361.7948927,362.87378,362.87378,362.87378,362.87378,c,1.5631137000000308,364.4972063,364.4972063,364.4972063,364.4972063,364.4972063,364.4972063,364.4972063,364.4972063,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['P', 'B', 'Q', 'N', 'V', 'J']",True,J,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,364.4972063,364.4972063,None,,378.46312720000003,365.5649594,376.24870469999996,378.46312720000003,379.53386580000006,379.53386580000006,379.53386580000006,379.53386580000006,c,1.511606699999902,381.1607467,381.1607467,381.1607467,381.1607467,381.1607467,381.1607467,381.1607467,381.1607467,None,None,None,364.4972063,364.4972063,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['W', 'X', 'Z', 'D', 'F', 'C']",False,N,6,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,381.1607467,381.1607467,None,,395.1193832,396.1850164,393.0969837,395.1193832,396.1850164,396.1850164,396.1850164,396.1850164,n,26.276005599999962,422.69871320000004,426.9435667,422.69871320000004,426.9435667,422.69871320000004,426.9435667,422.69871320000004,426.9435667,84.93827160493827,3.1301718000000847,space,381.1607467,381.1607467,4.177072800000019,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['R_Base_Y_Back', 'L_Base_X_For']",False,L_Base_Z_Back,2,robot,2,True,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Base_Z_Back.mp4,12,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,426.9435667,426.9435667,space,3.7181461999999783,439.08373489999997,440.1756428,,,,440.1756428,440.1756428,440.1756428,n,3.68562780000002,443.8911527,443.8911527,443.8911527,443.8911527,443.8911527,443.8911527,443.8911527,443.8911527,None,None,None,,,,435.51030990000004,440.1756428,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['L_Arm_X_Back', 'L_Arm_Z_Back']",True,L_Arm_Z_Back,2,robot,2,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,12,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,443.8911527,443.8911527,None,,452.3463451,444.98418160000006,,,,453.4418621,453.4418621,453.4418621,c,4.921906100000001,458.4066448,458.4066448,458.4066448,458.4066448,458.4066448,458.4066448,458.4066448,458.4066448,None,None,None,443.8911527,443.8911527,,448.71667390000005,453.4418621,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['L_Head_Z_Back', 'L_Torso_X_For']",True,L_Torso_X_For,2,robot,2,False,True,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4']",robot_stimuli\L_Torso_X_For.mp4,12,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,458.4066448,458.4066448,None,,466.8796869,459.48936449999997,,,,467.97203350000007,467.97203350000007,467.97203350000007,c,5.201221299999929,473.2366138,478.75829780000004,473.2366138,478.75829780000004,473.2366138,478.75829780000004,473.2366138,478.75829780000004,25.370370370370367,3.6433177000000114,space,458.4066448,458.4066448,5.455946600000061,463.2414523,467.97203350000007,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['L_Base_X_Back', 'R_Torso_Z_For', 'R_Arm_Y_For', 'R_Torso_Y_For']",True,R_Torso_Y_For,4,robot,2,True,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,12,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,478.75829780000004,478.75829780000004,space,2.118182499999989,496.65446729999996,497.7494351,,,,497.7494351,497.7494351,497.7494351,c,4.16723120000006,501.959153,501.959153,501.959153,501.959153,501.959153,501.959153,501.959153,501.959153,None,None,None,,,,493.01967090000005,497.7494351,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['L_Base_Z_Back', 'R_Torso_Y_Back', 'L_Head_Y_For', 'R_Torso_Y_For']",False,R_Base_Z_For,4,robot,2,False,False,"['robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,12,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,501.959153,501.959153,None,,517.8601113,518.9442139,,,,518.9442139,518.9442139,518.9442139,n,3.3714363999999932,522.5836123,522.5836123,522.5836123,522.5836123,522.5836123,522.5836123,522.5836123,522.5836123,None,None,None,501.959153,501.959153,,514.2329754,518.9442139,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['R_Base_Y_Back', 'R_Base_Z_Back', 'L_Arm_Z_Back', 'L_Base_Z_Back']",True,L_Base_Z_Back,4,robot,2,False,True,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,12,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,522.5836123,522.5836123,None,,538.4001605,539.4841367,,,,539.4841367,539.4841367,539.4841367,c,4.513307599999962,544.0673771,548.3900686000001,544.0673771,548.3900686000001,544.0673771,548.3900686000001,544.0673771,548.3900686000001,36.94444444444444,3.3022336000000223,space,522.5836123,522.5836123,4.281093199999987,534.7689179,539.4841367,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
"['L_Torso_Y_For', 'R_Head_Z_For', 'L_Head_Y_For', 'R_Torso_Z_For', 'L_Torso_Z_For', 'L_Arm_Z_Back']",False,R_Arm_Y_For,6,robot,2,True,False,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\R_Arm_Y_For.mp4,12,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,548.3900686000001,548.3900686000001,space,1.935222099999919,573.6849217,574.7745449,,,,574.7745449,574.7745449,574.7745449,n,3.7417542999999114,578.5574007,578.5574007,578.5574007,578.5574007,578.5574007,578.5574007,578.5574007,578.5574007,None,None,None,,,,570.0424395,574.7745449,,,,,,,,,,,,,,,,,,,,,,12,001,2024-07-04_14h06.56.828,robot_sternberg_sign,2022.2.5,60.06301811860389,
