sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.546064600000022,14.546064600000022,f,1.076885500000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-28_10h33.57.339,robot_sternberg_sign,2022.2.5,59.995200383995034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.688232799999923,15.688232799999923,space,42.1194481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-28_10h33.57.339,robot_sternberg_sign,2022.2.5,59.995200383995034,
"['Q', 'V']",True,Q,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,57.85164689999999,57.85164689999999,space,3.356018100000142,67.23953789999996,68.3427345,65.02781389999996,67.23953789999996,68.3427345,68.3427345,68.3427345,68.3427345,c,1.7831823000000213,70.46625589999996,70.46625589999996,70.46625589999996,70.46625589999996,70.46625589999996,70.46625589999996,70.46625589999996,70.46625589999996,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-28_10h33.57.339,robot_sternberg_sign,2022.2.5,59.995200383995034,
"['H', 'D']",True,H,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,70.46625589999996,70.46625589999996,None,,75.86362889999998,76.93526999999995,73.65072769999995,75.86362889999998,76.93526999999995,76.93526999999995,76.93526999999995,76.93526999999995,c,0.6959468000000015,77.75961050000001,77.75961050000001,77.75961050000001,77.75961050000001,77.75961050000001,77.75961050000001,77.75961050000001,77.75961050000001,None,None,None,70.46625589999996,70.46625589999996,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-28_10h33.57.339,robot_sternberg_sign,2022.2.5,59.995200383995034,
"['W', 'Z']",False,M,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,77.75961050000001,77.75961050000001,None,,82.96652569999992,84.03977079999993,80.94903799999997,82.96652569999992,84.03977079999993,84.03977079999993,84.03977079999993,84.03977079999993,n,0.7829665000001569,85.12728019999997,89.94756009999992,85.12728019999997,89.94756009999992,85.12728019999997,89.94756009999992,85.12728019999997,89.94756009999992,6.697530864197526,3.55033370000001,space,77.75961050000001,77.75961050000001,4.736287899999979,,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-28_10h33.57.339,robot_sternberg_sign,2022.2.5,59.995200383995034,
"['P', 'M', 'H', 'K']",True,K,4,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,89.94756009999992,89.94756009999992,space,1.6679063999999926,101.81854669999996,102.88258489999998,99.60494099999994,101.81854669999996,102.88258489999998,102.88258489999998,102.88258489999998,102.88258489999998,c,0.8363921000000119,103.90993170000002,103.90993170000002,103.90993170000002,103.90993170000002,103.90993170000002,103.90993170000002,103.90993170000002,103.90993170000002,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-28_10h33.57.339,robot_sternberg_sign,2022.2.5,59.995200383995034,
"['K', 'V', 'W', 'X']",True,V,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,103.90993170000002,103.90993170000002,None,,113.91939919999993,114.98492620000002,111.70592269999997,113.91939919999993,114.98492620000002,114.98492620000002,114.98492620000002,114.98492620000002,c,1.333768100000043,116.41077810000002,116.41077810000002,116.41077810000002,116.41077810000002,116.41077810000002,116.41077810000002,116.41077810000002,116.41077810000002,None,None,None,103.90993170000002,103.90993170000002,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-28_10h33.57.339,robot_sternberg_sign,2022.2.5,59.995200383995034,
"['R', 'L', 'X', 'V']",False,P,4,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,116.41077810000002,116.41077810000002,None,,126.20827479999991,127.28491159999999,124.18700660000002,126.20827479999991,127.28491159999999,127.28491159999999,127.28491159999999,127.28491159999999,n,0.7701183000000356,128.14641529999994,136.619864,128.14641529999994,136.619864,128.14641529999994,136.619864,128.14641529999994,136.619864,14.722222222222223,6.729251500000032,space,116.41077810000002,116.41077810000002,8.412357300000053,,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-28_10h33.57.339,robot_sternberg_sign,2022.2.5,59.995200383995034,
"['F', 'W', 'P', 'J', 'T', 'D']",True,W,6,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,136.619864,136.619864,space,2.0520106999999825,152.91316489999997,153.98755699999992,150.69395559999998,152.91316489999997,153.98755699999992,153.98755699999992,153.98755699999992,153.98755699999992,c,0.8671105000000807,155.0120425,155.0120425,155.0120425,155.0120425,155.0120425,155.0120425,155.0120425,155.0120425,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-28_10h33.57.339,robot_sternberg_sign,2022.2.5,59.995200383995034,
"['V', 'J', 'X', 'R', 'P', 'D']",False,W,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,155.0120425,155.0120425,None,,169.15195440000002,170.21501379999995,167.13488129999996,169.15195440000002,170.21501379999995,170.21501379999995,170.21501379999995,170.21501379999995,n,1.472511200000099,171.84462359999998,171.84462359999998,171.84462359999998,171.84462359999998,171.84462359999998,171.84462359999998,171.84462359999998,171.84462359999998,None,None,None,155.0120425,155.0120425,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-28_10h33.57.339,robot_sternberg_sign,2022.2.5,59.995200383995034,
