sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
D,False,1,letter,2,True,False,robot_stimuli\\filler.mp4,11
S,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,11
V,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,11
V,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,11
V,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,11
B,False,1,letter,2,False,True,robot_stimuli\\filler.mp4,11
K,False,2,letter,2,True,False,robot_stimuli\\filler.mp4,11
V,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,11
N,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,11
V,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,11
N,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,11
Z,False,2,letter,2,False,True,robot_stimuli\\filler.mp4,11
G,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,11
K,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,11
P,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,11
T,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,11
K,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,11
P,True,3,letter,2,False,True,robot_stimuli\\filler.mp4,11
R_Base_Z_For,False,1,robot,1,True,False,robot_stimuli\R_Base_Z_For.mp4,11
R_Arm_Y_Back,False,1,robot,1,False,False,robot_stimuli\R_Arm_Y_Back.mp4,11
R_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,11
R_Base_Y_For,True,1,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,11
L_Head_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Head_Z_Back.mp4,11
L_Head_Z_Back,True,1,robot,1,False,True,robot_stimuli\L_Head_Z_Back.mp4,11
R_Arm_Z_For,False,2,robot,1,True,False,robot_stimuli\R_Arm_Z_For.mp4,11
R_Head_Z_Back,False,2,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,11
R_Arm_Z_For,True,2,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,11
R_Torso_Y_For,False,2,robot,1,False,False,robot_stimuli\R_Torso_Y_For.mp4,11
R_Torso_Z_For,False,2,robot,1,False,False,robot_stimuli\R_Torso_Z_For.mp4,11
R_Torso_Y_For,True,2,robot,1,False,True,robot_stimuli\R_Torso_Y_For.mp4,11
R_Base_Y_For,False,3,robot,1,True,False,robot_stimuli\R_Base_Y_For.mp4,11
R_Arm_Z_For,False,3,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,11
L_Base_Y_Back,False,3,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,11
R_Base_Y_For,True,3,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,11
R_Arm_Z_For,True,3,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,11
R_Head_X_Back,False,3,robot,1,False,True,robot_stimuli\R_Head_X_Back.mp4,11
