sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
D,False,1,letter,1,True,False,robot_stimuli\\filler.mp4,14
D,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,14
P,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,14
N,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,14
N,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,14
S,False,1,letter,1,False,True,robot_stimuli\\filler.mp4,14
R,False,2,letter,1,True,False,robot_stimuli\\filler.mp4,14
R,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,14
W,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,14
Q,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,14
W,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,14
Q,True,2,letter,1,False,True,robot_stimuli\\filler.mp4,14
Z,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,14
C,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,14
K,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,14
Z,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,14
C,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,14
D,False,3,letter,1,False,True,robot_stimuli\\filler.mp4,14
R_Torso_X_Back,False,1,robot,2,True,False,robot_stimuli\R_Torso_X_Back.mp4,14
R_Arm_X_For,False,1,robot,2,False,False,robot_stimuli\R_Arm_X_For.mp4,14
R_Base_Y_Back,False,1,robot,2,False,False,robot_stimuli\R_Base_Y_Back.mp4,14
R_Base_Y_Back,True,1,robot,2,False,False,robot_stimuli\R_Base_Y_Back.mp4,14
R_Torso_Y_For,False,1,robot,2,False,False,robot_stimuli\R_Torso_Y_For.mp4,14
R_Torso_Y_For,True,1,robot,2,False,True,robot_stimuli\R_Torso_Y_For.mp4,14
R_Arm_Z_For,False,2,robot,2,True,False,robot_stimuli\R_Arm_Z_For.mp4,14
L_Arm_X_Back,False,2,robot,2,False,False,robot_stimuli\L_Arm_X_Back.mp4,14
L_Torso_Z_Back,False,2,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,14
L_Arm_X_Back,True,2,robot,2,False,False,robot_stimuli\L_Arm_X_Back.mp4,14
R_Torso_X_Back,False,2,robot,2,False,False,robot_stimuli\R_Torso_X_Back.mp4,14
L_Arm_X_Back,True,2,robot,2,False,True,robot_stimuli\L_Arm_X_Back.mp4,14
R_Torso_Z_For,False,3,robot,2,True,False,robot_stimuli\R_Torso_Z_For.mp4,14
L_Head_Z_Back,False,3,robot,2,False,False,robot_stimuli\L_Head_Z_Back.mp4,14
L_Base_Z_Back,False,3,robot,2,False,False,robot_stimuli\L_Base_Z_Back.mp4,14
R_Torso_Z_For,True,3,robot,2,False,False,robot_stimuli\R_Torso_Z_For.mp4,14
L_Head_Z_Back,True,3,robot,2,False,False,robot_stimuli\L_Head_Z_Back.mp4,14
L_Head_Y_Back,False,3,robot,2,False,True,robot_stimuli\L_Head_Y_Back.mp4,14
