sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,19.788649899999655,19.788649899999655,f,3.767623399999138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,2024-07-04_17h09.32.436,robot_nback_sign,2022.2.5,59.988650147172564,
,,,,,,,,,,,,,,,,,,,,,,,,,23.62057190000087,23.62057190000087,space,61.951904799998374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,2024-07-04_17h09.32.436,robot_nback_sign,2022.2.5,59.988650147172564,
C,False,1,letter,2,True,False,robot_stimuli\\filler.mp4,21,0,0,0,0,0,0,0,0,,,,,,,,,,,,,85.6141260000004,85.6141260000004,space,7.165891999999076,92.79785790000096,94.1619967000006,94.1619967000006,94.1619967000006,94.1619967000006,94.1619967000006,96.46843129999979,None,96.46843129999979,96.46843129999979,96.46843129999979,96.46843129999979,96.46843129999979,96.46843129999979,96.46843129999979,96.46843129999979,None,None,None,,,,,,,,,,,,,,,,,,,,,,,21,001,2024-07-04_17h09.32.436,robot_nback_sign,2022.2.5,59.988650147172564,
Q,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,21,0,0,0,0,0,1,1,1,,,,,,,,,,,,,96.46843129999979,96.46843129999979,None,,96.46843129999979,,97.55162740000014,97.55162740000014,97.55162740000014,97.55162740000014,99.58335240000088,None,99.58335240000088,99.58335240000088,99.58335240000088,99.58335240000088,99.58335240000088,99.58335240000088,99.58335240000088,99.58335240000088,None,None,None,96.46843129999979,96.46843129999979,,,,,,,,,,,,,,,,,,,,,21,001,2024-07-04_17h09.32.436,robot_nback_sign,2022.2.5,59.988650147172564,
H,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,21,0,0,0,0,0,2,2,2,,,,,,,,,,,,,99.58335240000088,99.58335240000088,None,,99.58335240000088,,100.66832609999983,100.66832609999983,100.66832609999983,100.66832609999983,102.8991059,n,102.8991059,102.8991059,102.8991059,102.8991059,102.8991059,102.8991059,102.8991059,102.8991059,None,None,None,99.58335240000088,99.58335240000088,1.5986175999987609,,,,,,,,,,,,,,,,,,,,21,001,2024-07-04_17h09.32.436,robot_nback_sign,2022.2.5,59.988650147172564,
W,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,21,0,0,0,0,0,3,3,3,,,,,,,,,,,,,102.8991059,102.8991059,None,,102.8991059,,103.98533580000003,103.98533580000003,103.98533580000003,103.98533580000003,106.02607140000146,n,106.02607140000146,106.02607140000146,106.02607140000146,106.02607140000146,106.02607140000146,106.02607140000146,106.02607140000146,106.02607140000146,None,None,None,102.8991059,102.8991059,1.1232359999994515,,,,,,,,,,,,,,,,,,,,21,001,2024-07-04_17h09.32.436,robot_nback_sign,2022.2.5,59.988650147172564,
W,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,21,0,0,0,0,0,4,4,4,,,,,,,,,,,,,106.02607140000146,106.02607140000146,None,,106.02607140000146,107.09906779999983,107.09906779999983,107.09906779999983,107.09906779999983,107.09906779999983,109.13124930000049,None,109.13124930000049,109.13124930000049,109.13124930000049,109.13124930000049,109.13124930000049,109.13124930000049,109.13124930000049,109.13124930000049,None,None,None,106.02607140000146,106.02607140000146,,,,,,,,,,,,,,,,,,,,,21,001,2024-07-04_17h09.32.436,robot_nback_sign,2022.2.5,59.988650147172564,
W,True,1,letter,2,False,True,robot_stimuli\\filler.mp4,21,0,0,0,0,0,5,5,5,,,,,,,,,,,,,109.13124930000049,109.13124930000049,None,,109.13124930000049,110.19406549999985,110.19406549999985,110.19406549999985,110.19406549999985,110.19406549999985,112.28466300000036,c,112.28466300000036,126.78749000000062,112.28466300000036,126.78749000000062,112.28466300000036,126.78749000000062,112.28466300000036,126.78749000000062,2.067901234567901,10.81428269999924,space,109.13124930000049,109.13124930000049,1.1459528999985196,14.45456489999924,,,,,,,,,,,,,,,,,,,21,001,2024-07-04_17h09.32.436,robot_nback_sign,2022.2.5,59.988650147172564,
T,False,2,letter,2,True,False,robot_stimuli\\filler.mp4,21,0,0,0,0,0,6,6,6,,,,,,,,,,,,,126.78749000000062,126.78749000000062,space,3.28067419999752,130.09769130000132,131.17445580000094,131.17445580000094,131.17445580000094,131.17445580000094,131.17445580000094,133.39614260000053,None,133.39614260000053,133.39614260000053,133.39614260000053,133.39614260000053,133.39614260000053,133.39614260000053,133.39614260000053,133.39614260000053,None,None,None,,,,,,,,,,,,,,,,,,,,,,,21,001,2024-07-04_17h09.32.436,robot_nback_sign,2022.2.5,59.988650147172564,
L,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,21,0,0,0,0,0,7,7,7,,,,,,,,,,,,,133.39614260000053,133.39614260000053,None,,133.39614260000053,134.4655152000014,134.4655152000014,134.4655152000014,134.4655152000014,134.4655152000014,136.4962572000004,n,136.4962572000004,136.4962572000004,136.4962572000004,136.4962572000004,136.4962572000004,136.4962572000004,136.4962572000004,136.4962572000004,None,None,None,133.39614260000053,133.39614260000053,1.7938204999991285,,,,,,,,,,,,,,,,,,,,21,001,2024-07-04_17h09.32.436,robot_nback_sign,2022.2.5,59.988650147172564,
