sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
L_Head_Y_Back,False,3,robot,1,True,False,robot_stimuli\L_Head_Y_Back.mp4,21
L_Torso_Y_For,False,3,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,21
L_Arm_X_Back,False,3,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,21
R_Head_X_For,False,3,robot,1,False,False,robot_stimuli\R_Head_X_For.mp4,21
L_Torso_Y_For,True,3,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,21
R_Arm_X_For,False,3,robot,1,False,False,robot_stimuli\R_Arm_X_For.mp4,21
R_Head_Y_For,False,3,robot,1,False,False,robot_stimuli\R_Head_Y_For.mp4,21
L_Head_X_For,False,3,robot,1,False,False,robot_stimuli\L_Head_X_For.mp4,21
R_Torso_X_Back,False,3,robot,1,False,False,robot_stimuli\R_Torso_X_Back.mp4,21
L_Base_X_Back,False,3,robot,1,False,False,robot_stimuli\L_Base_X_Back.mp4,21
L_Torso_X_Back,False,3,robot,1,False,False,robot_stimuli\L_Torso_X_Back.mp4,21
R_Torso_X_For,False,3,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,21
L_Base_Z_Back,False,3,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,21
R_Head_Y_For,False,3,robot,1,False,False,robot_stimuli\R_Head_Y_For.mp4,21
R_Torso_X_For,True,3,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,21
R_Base_X_Back,False,3,robot,1,False,False,robot_stimuli\R_Base_X_Back.mp4,21
R_Torso_X_For,False,3,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,21
L_Arm_Y_For,False,3,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,21
L_Torso_Y_For,False,3,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,21
L_Base_Y_For,False,3,robot,1,False,False,robot_stimuli\L_Base_Y_For.mp4,21
L_Arm_Y_For,True,3,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,21
R_Arm_X_Back,False,3,robot,1,False,False,robot_stimuli\R_Arm_X_Back.mp4,21
L_Base_X_Back,False,3,robot,1,False,False,robot_stimuli\L_Base_X_Back.mp4,21
R_Head_Z_Back,False,3,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,21
R_Arm_X_Back,True,3,robot,1,False,False,robot_stimuli\R_Arm_X_Back.mp4,21
L_Base_X_Back,True,3,robot,1,False,False,robot_stimuli\L_Base_X_Back.mp4,21
L_Arm_Y_For,False,3,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,21
L_Head_X_For,False,3,robot,1,False,False,robot_stimuli\L_Head_X_For.mp4,21
L_Base_Y_Back,False,3,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,21
R_Torso_Y_For,False,3,robot,1,False,False,robot_stimuli\R_Torso_Y_For.mp4,21
R_Base_Z_For,False,3,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,21
L_Base_X_For,False,3,robot,1,False,False,robot_stimuli\L_Base_X_For.mp4,21
L_Arm_X_For,False,3,robot,1,False,False,robot_stimuli\L_Arm_X_For.mp4,21
R_Base_Z_For,True,3,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,21
R_Torso_Z_Back,False,3,robot,1,False,False,robot_stimuli\R_Torso_Z_Back.mp4,21
L_Torso_Y_For,False,3,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,21
R_Base_Z_For,True,3,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,21
R_Arm_Z_For,False,3,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,21
L_Head_Y_Back,False,3,robot,1,False,False,robot_stimuli\L_Head_Y_Back.mp4,21
R_Base_Z_For,True,3,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,21
R_Arm_X_For,False,3,robot,1,False,False,robot_stimuli\R_Arm_X_For.mp4,21
L_Head_Y_Back,True,3,robot,1,False,False,robot_stimuli\L_Head_Y_Back.mp4,21
L_Base_Z_Back,False,3,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,21
L_Torso_Z_For,False,3,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,21
L_Head_X_For,False,3,robot,1,False,False,robot_stimuli\L_Head_X_For.mp4,21
L_Torso_Y_Back,False,3,robot,1,False,False,robot_stimuli\L_Torso_Y_Back.mp4,21
L_Torso_Z_For,True,3,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,21
R_Base_Z_Back,False,3,robot,1,False,False,robot_stimuli\R_Base_Z_Back.mp4,21
L_Torso_X_Back,False,3,robot,1,False,False,robot_stimuli\L_Torso_X_Back.mp4,21
L_Base_Y_Back,False,3,robot,1,False,True,robot_stimuli\L_Base_Y_Back.mp4,21
L_Arm_X_Back,False,2,robot,1,True,False,robot_stimuli\L_Arm_X_Back.mp4,21
L_Head_X_For,False,2,robot,1,False,False,robot_stimuli\L_Head_X_For.mp4,21
R_Head_Z_Back,False,2,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,21
L_Base_Y_For,False,2,robot,1,False,False,robot_stimuli\L_Base_Y_For.mp4,21
L_Base_Z_Back,False,2,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,21
L_Head_Z_Back,False,2,robot,1,False,False,robot_stimuli\L_Head_Z_Back.mp4,21
L_Base_Z_Back,True,2,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,21
R_Base_X_Back,False,2,robot,1,False,False,robot_stimuli\R_Base_X_Back.mp4,21
L_Base_Z_Back,True,2,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,21
R_Base_Y_Back,False,2,robot,1,False,False,robot_stimuli\R_Base_Y_Back.mp4,21
L_Base_X_Back,False,2,robot,1,False,False,robot_stimuli\L_Base_X_Back.mp4,21
L_Arm_Z_Back,False,2,robot,1,False,False,robot_stimuli\L_Arm_Z_Back.mp4,21
L_Base_Z_Back,False,2,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,21
L_Base_Y_Back,False,2,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,21
L_Base_Z_Back,True,2,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,21
R_Head_X_For,False,2,robot,1,False,False,robot_stimuli\R_Head_X_For.mp4,21
L_Torso_Z_For,False,2,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,21
L_Base_Y_For,False,2,robot,1,False,False,robot_stimuli\L_Base_Y_For.mp4,21
R_Base_Z_Back,False,2,robot,1,False,False,robot_stimuli\R_Base_Z_Back.mp4,21
L_Torso_Y_Back,False,2,robot,1,False,False,robot_stimuli\L_Torso_Y_Back.mp4,21
R_Arm_Z_Back,False,2,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,21
L_Arm_X_Back,False,2,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,21
R_Arm_Z_For,False,2,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,21
L_Base_Z_For,False,2,robot,1,False,False,robot_stimuli\L_Base_Z_For.mp4,21
R_Arm_Z_Back,False,2,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,21
L_Head_X_For,False,2,robot,1,False,False,robot_stimuli\L_Head_X_For.mp4,21
R_Arm_Z_Back,True,2,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,21
L_Head_X_Back,False,2,robot,1,False,False,robot_stimuli\L_Head_X_Back.mp4,21
L_Arm_Z_For,False,2,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,21
R_Head_Z_Back,False,2,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,21
L_Arm_Z_For,True,2,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,21
R_Torso_Z_Back,False,2,robot,1,False,False,robot_stimuli\R_Torso_Z_Back.mp4,21
R_Head_X_Back,False,2,robot,1,False,False,robot_stimuli\R_Head_X_Back.mp4,21
R_Torso_Z_Back,True,2,robot,1,False,False,robot_stimuli\R_Torso_Z_Back.mp4,21
R_Head_X_Back,True,2,robot,1,False,False,robot_stimuli\R_Head_X_Back.mp4,21
R_Torso_Z_Back,True,2,robot,1,False,False,robot_stimuli\R_Torso_Z_Back.mp4,21
R_Head_X_Back,True,2,robot,1,False,False,robot_stimuli\R_Head_X_Back.mp4,21
L_Arm_X_Back,False,2,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,21
L_Base_Y_Back,False,2,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,21
R_Base_Z_For,False,2,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,21
L_Base_Y_Back,True,2,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,21
L_Arm_Z_For,False,2,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,21
L_Arm_X_Back,False,2,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,21
R_Arm_X_For,False,2,robot,1,False,False,robot_stimuli\R_Arm_X_For.mp4,21
L_Base_Y_For,False,2,robot,1,False,False,robot_stimuli\L_Base_Y_For.mp4,21
L_Arm_X_Back,False,2,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,21
R_Base_Y_For,False,2,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,21
L_Torso_Y_For,False,2,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,21
L_Torso_Z_Back,False,2,robot,1,False,False,robot_stimuli\L_Torso_Z_Back.mp4,21
R_Base_Z_For,False,2,robot,1,False,True,robot_stimuli\R_Base_Z_For.mp4,21
L_Arm_Z_For,False,1,robot,1,True,False,robot_stimuli\L_Arm_Z_For.mp4,21
L_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,21
L_Arm_Y_For,False,1,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,21
R_Arm_X_For,False,1,robot,1,False,False,robot_stimuli\R_Arm_X_For.mp4,21
R_Arm_X_For,True,1,robot,1,False,False,robot_stimuli\R_Arm_X_For.mp4,21
R_Arm_X_For,True,1,robot,1,False,False,robot_stimuli\R_Arm_X_For.mp4,21
L_Torso_Y_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,21
R_Base_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,21
L_Arm_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,21
R_Head_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Head_Z_For.mp4,21
L_Head_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Head_Y_Back.mp4,21
L_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\L_Base_Y_For.mp4,21
R_Arm_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,21
R_Arm_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Arm_Y_For.mp4,21
R_Arm_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,21
L_Base_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_X_Back.mp4,21
L_Base_X_Back,True,1,robot,1,False,False,robot_stimuli\L_Base_X_Back.mp4,21
L_Base_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,21
R_Head_X_Back,False,1,robot,1,False,False,robot_stimuli\R_Head_X_Back.mp4,21
L_Torso_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Torso_X_Back.mp4,21
R_Head_X_Back,False,1,robot,1,False,False,robot_stimuli\R_Head_X_Back.mp4,21
R_Torso_Y_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,21
R_Torso_Y_Back,True,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,21
R_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Torso_Z_For.mp4,21
R_Base_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Base_Z_Back.mp4,21
L_Head_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Head_Z_For.mp4,21
R_Arm_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,21
L_Torso_X_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_X_For.mp4,21
R_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,21
R_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Torso_Z_For.mp4,21
R_Torso_Z_For,True,1,robot,1,False,False,robot_stimuli\R_Torso_Z_For.mp4,21
L_Arm_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,21
R_Base_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Base_Z_Back.mp4,21
L_Torso_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_Back.mp4,21
L_Torso_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Torso_X_Back.mp4,21
R_Head_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Head_Y_For.mp4,21
L_Base_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,21
L_Head_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Head_X_Back.mp4,21
L_Head_X_Back,True,1,robot,1,False,False,robot_stimuli\L_Head_X_Back.mp4,21
L_Arm_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,21
L_Arm_Y_For,False,1,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,21
L_Arm_Y_For,True,1,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,21
L_Torso_Y_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,21
L_Torso_Y_For,True,1,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,21
R_Torso_X_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_X_Back.mp4,21
R_Head_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,21
R_Head_Z_Back,True,1,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,21
L_Arm_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Arm_Y_Back.mp4,21
R_Base_X_Back,False,1,robot,1,False,False,robot_stimuli\R_Base_X_Back.mp4,21
R_Base_X_Back,True,1,robot,1,False,True,robot_stimuli\R_Base_X_Back.mp4,21
