sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
C,False,1,letter,2,True,False,robot_stimuli\\filler.mp4,21
Q,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,21
H,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,21
W,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,21
W,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,21
W,True,1,letter,2,False,True,robot_stimuli\\filler.mp4,21
T,False,2,letter,2,True,False,robot_stimuli\\filler.mp4,21
L,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,21
T,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,21
P,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,21
Q,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,21
P,True,2,letter,2,False,True,robot_stimuli\\filler.mp4,21
M,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,21
W,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,21
K,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,21
M,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,21
W,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,21
T,False,3,letter,2,False,True,robot_stimuli\\filler.mp4,21
R_Arm_X_For,False,1,robot,1,True,False,robot_stimuli\R_Arm_X_For.mp4,21
L_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,21
L_Torso_X_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_X_For.mp4,21
R_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Torso_Z_For.mp4,21
R_Torso_Z_For,True,1,robot,1,False,False,robot_stimuli\R_Torso_Z_For.mp4,21
R_Torso_Z_For,True,1,robot,1,False,True,robot_stimuli\R_Torso_Z_For.mp4,21
L_Base_X_Back,False,2,robot,1,True,False,robot_stimuli\L_Base_X_Back.mp4,21
L_Arm_X_Back,False,2,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,21
R_Torso_Y_Back,False,2,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,21
L_Arm_X_Back,True,2,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,21
L_Torso_Y_Back,False,2,robot,1,False,False,robot_stimuli\L_Torso_Y_Back.mp4,21
L_Arm_X_Back,True,2,robot,1,False,True,robot_stimuli\L_Arm_X_Back.mp4,21
L_Arm_Y_Back,False,3,robot,1,True,False,robot_stimuli\L_Arm_Y_Back.mp4,21
L_Arm_Z_For,False,3,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,21
L_Base_Z_For,False,3,robot,1,False,False,robot_stimuli\L_Base_Z_For.mp4,21
L_Arm_Y_Back,True,3,robot,1,False,False,robot_stimuli\L_Arm_Y_Back.mp4,21
L_Arm_Z_For,True,3,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,21
R_Arm_Z_Back,False,3,robot,1,False,True,robot_stimuli\R_Arm_Z_Back.mp4,21
