sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
G,False,1,letter,1,True,False,robot_stimuli\\filler.mp4,2
G,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
C,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
C,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
X,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
P,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
M,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
Q,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
R,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
F,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
S,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
M,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
B,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
G,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
K,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
J,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
C,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
R,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
X,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
H,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
K,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
V,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
V,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
V,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
S,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
J,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
J,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
J,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
B,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
V,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
Z,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
B,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
B,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
L,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
N,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
N,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
V,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
P,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
H,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
T,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
W,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
D,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,2
C,False,1,letter,1,False,True,robot_stimuli\\filler.mp4,2
K,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,2
T,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,2
