sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
K,False,1,letter,1,True,False,robot_stimuli\\filler.mp4,6
K,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,6
G,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,6
P,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,6
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,6
W,True,1,letter,1,False,True,robot_stimuli\\filler.mp4,6
L,False,2,letter,1,True,False,robot_stimuli\\filler.mp4,6
D,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,6
J,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,6
S,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,6
J,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,6
S,True,2,letter,1,False,True,robot_stimuli\\filler.mp4,6
M,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,6
J,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,6
L,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,6
M,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,6
W,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,6
L,True,3,letter,1,False,True,robot_stimuli\\filler.mp4,6
R_Torso_Y_Back,False,1,robot,2,True,False,robot_stimuli\R_Torso_Y_Back.mp4,6
L_Base_Y_Back,False,1,robot,2,False,False,robot_stimuli\L_Base_Y_Back.mp4,6
L_Base_Y_Back,True,1,robot,2,False,False,robot_stimuli\L_Base_Y_Back.mp4,6
L_Torso_Z_Back,False,1,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,6
L_Torso_Z_Back,True,1,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,6
R_Base_Y_For,False,1,robot,2,False,True,robot_stimuli\R_Base_Y_For.mp4,6
L_Head_Y_Back,False,2,robot,2,True,False,robot_stimuli\L_Head_Y_Back.mp4,6
L_Arm_Y_Back,False,2,robot,2,False,False,robot_stimuli\L_Arm_Y_Back.mp4,6
L_Head_Y_Back,True,2,robot,2,False,False,robot_stimuli\L_Head_Y_Back.mp4,6
L_Torso_Z_For,False,2,robot,2,False,False,robot_stimuli\L_Torso_Z_For.mp4,6
R_Base_X_Back,False,2,robot,2,False,False,robot_stimuli\R_Base_X_Back.mp4,6
L_Torso_Z_For,True,2,robot,2,False,True,robot_stimuli\L_Torso_Z_For.mp4,6
R_Head_X_Back,False,3,robot,2,True,False,robot_stimuli\R_Head_X_Back.mp4,6
L_Head_X_Back,False,3,robot,2,False,False,robot_stimuli\L_Head_X_Back.mp4,6
L_Torso_X_For,False,3,robot,2,False,False,robot_stimuli\L_Torso_X_For.mp4,6
R_Head_X_Back,True,3,robot,2,False,False,robot_stimuli\R_Head_X_Back.mp4,6
L_Head_X_Back,True,3,robot,2,False,False,robot_stimuli\L_Head_X_Back.mp4,6
L_Head_Z_For,False,3,robot,2,False,True,robot_stimuli\L_Head_Z_For.mp4,6
