sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,83.53999099999965,83.53999099999965,f,147.60906499999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-07_15h40.50.491,robot_nback_sign,2022.2.5,60.07857075489853,
,,,,,,,,,,,,,,,,,,,,,,,,,231.2159228999999,231.2159228999999,space,164.97318929999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-07_15h40.50.491,robot_nback_sign,2022.2.5,60.07857075489853,
K,False,1,letter,1,True,False,robot_stimuli\\filler.mp4,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,396.22267719999945,396.22267719999945,space,10.558261899999707,406.80804530000023,408.1718458999994,408.1718458999994,408.1718458999994,408.1718458999994,408.1718458999994,410.4857512999997,None,410.4857512999997,410.4857512999997,410.4857512999997,410.4857512999997,410.4857512999997,410.4857512999997,410.4857512999997,410.4857512999997,None,None,None,,,,,,,,,,,,,,,,,,,,,,,6,001,2024-06-07_15h40.50.491,robot_nback_sign,2022.2.5,60.07857075489853,
K,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,6,0,0,0,0,0,1,1,1,,,,,,,,,,,,,410.4857512999997,410.4857512999997,None,,410.4857512999997,,411.5543756999996,411.5543756999996,411.5543756999996,411.5543756999996,413.59044509999967,n,413.59044509999967,413.59044509999967,413.59044509999967,413.59044509999967,413.59044509999967,413.59044509999967,413.59044509999967,413.59044509999967,None,None,None,410.4857512999997,410.4857512999997,0.8675629999997909,,,,,,,,,,,,,,,,,,,,6,001,2024-06-07_15h40.50.491,robot_nback_sign,2022.2.5,60.07857075489853,
G,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,6,0,0,0,0,0,2,2,2,,,,,,,,,,,,,413.59044509999967,413.59044509999967,None,,413.59044509999967,414.65924949999953,414.65924949999953,414.65924949999953,414.65924949999953,414.65924949999953,416.6901055999997,n,416.6901055999997,416.6901055999997,416.6901055999997,416.6901055999997,416.6901055999997,416.6901055999997,416.6901055999997,416.6901055999997,None,None,None,413.59044509999967,413.59044509999967,0.7937495999995008,,,,,,,,,,,,,,,,,,,,6,001,2024-06-07_15h40.50.491,robot_nback_sign,2022.2.5,60.07857075489853,
P,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,6,0,0,0,0,0,3,3,3,,,,,,,,,,,,,416.6901055999997,416.6901055999997,None,,416.6901055999997,417.7579219999998,417.7579219999998,417.7579219999998,417.7579219999998,417.7579219999998,419.7926559999996,n,419.7926559999996,419.7926559999996,419.7926559999996,419.7926559999996,419.7926559999996,419.7926559999996,419.7926559999996,419.7926559999996,None,None,None,416.6901055999997,416.6901055999997,1.5922441000002436,,,,,,,,,,,,,,,,,,,,6,001,2024-06-07_15h40.50.491,robot_nback_sign,2022.2.5,60.07857075489853,
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,6,0,0,0,0,0,4,4,4,,,,,,,,,,,,,419.7926559999996,419.7926559999996,None,,419.7926559999996,,420.87385449999965,420.87385449999965,420.87385449999965,420.87385449999965,422.90968259999954,n,422.90968259999954,422.90968259999954,422.90968259999954,422.90968259999954,422.90968259999954,422.90968259999954,422.90968259999954,422.90968259999954,None,None,None,419.7926559999996,419.7926559999996,1.3305868999996164,,,,,,,,,,,,,,,,,,,,6,001,2024-06-07_15h40.50.491,robot_nback_sign,2022.2.5,60.07857075489853,
W,True,1,letter,1,False,True,robot_stimuli\\filler.mp4,6,0,0,0,0,0,5,5,5,,,,,,,,,,,,,422.90968259999954,422.90968259999954,None,,422.90968259999954,,423.9872266000002,423.9872266000002,423.9872266000002,423.9872266000002,426.0795664999996,c,426.0795664999996,457.8911257999998,426.0795664999996,457.8911257999998,426.0795664999996,457.8911257999998,426.0795664999996,457.8911257999998,0.0,29.773555899999337,space,422.90968259999954,422.90968259999954,0.9619447000004584,31.7578168,,,,,,,,,,,,,,,,,,,6,001,2024-06-07_15h40.50.491,robot_nback_sign,2022.2.5,60.07857075489853,
L,False,2,letter,1,True,False,robot_stimuli\\filler.mp4,6,0,0,0,0,0,6,6,6,,,,,,,,,,,,,457.8911257999998,457.8911257999998,space,8.570047700000032,466.49159080000027,467.5621893999996,467.5621893999996,467.5621893999996,467.5621893999996,467.5621893999996,469.79219339999963,n,469.79219339999963,469.79219339999963,469.79219339999963,469.79219339999963,469.79219339999963,469.79219339999963,469.79219339999963,469.79219339999963,None,None,None,,,1.8509235999999873,,,,,,,,,,,,,,,,,,,,6,001,2024-06-07_15h40.50.491,robot_nback_sign,2022.2.5,60.07857075489853,
D,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,6,0,0,0,0,0,7,7,7,,,,,,,,,,,,,469.79219339999963,469.79219339999963,None,,469.79219339999963,,470.87712999999985,470.87712999999985,470.87712999999985,470.87712999999985,473.1040014,n,473.1040014,473.1040014,473.1040014,473.1040014,473.1040014,473.1040014,473.1040014,473.1040014,None,None,None,469.79219339999963,469.79219339999963,1.1764418999991904,,,,,,,,,,,,,,,,,,,,6,001,2024-06-07_15h40.50.491,robot_nback_sign,2022.2.5,60.07857075489853,
