sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.615352399999892,15.615352399999892,f,1.372481000000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,2024-07-03_14h19.00.223,robot_sternberg_sign,2022.2.5,60.029702696898596,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.059587399999828,17.059587399999828,space,97.73733879999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,2024-07-03_14h19.00.223,robot_sternberg_sign,2022.2.5,60.029702696898596,
"['Z', 'J']",True,J,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,114.83352179999997,114.83352179999997,space,6.866937700000108,127.49842259999991,128.59234149999997,125.28693399999997,127.49842259999991,128.59234149999997,128.59234149999997,128.59234149999997,128.59234149999997,c,1.7076933000000736,130.50752839999996,130.50752839999996,130.50752839999996,130.50752839999996,130.50752839999996,130.50752839999996,130.50752839999996,130.50752839999996,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,2024-07-03_14h19.00.223,robot_sternberg_sign,2022.2.5,60.029702696898596,
"['P', 'W']",True,P,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,130.50752839999996,130.50752839999996,None,,135.90591169999993,136.98457340000004,133.68843679999986,135.90591169999993,136.98457340000004,136.98457340000004,136.98457340000004,136.98457340000004,c,1.235307199999852,138.41347189999988,138.41347189999988,138.41347189999988,138.41347189999988,138.41347189999988,138.41347189999988,138.41347189999988,138.41347189999988,None,None,None,130.50752839999996,130.50752839999996,,,,,,,,,,,,,,,,,,,,,,,,,10,001,2024-07-03_14h19.00.223,robot_sternberg_sign,2022.2.5,60.029702696898596,
"['V', 'L']",False,X,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,138.41347189999988,138.41347189999988,None,,144.0345588,145.10755870000003,141.82514919999994,144.0345588,145.10755870000003,145.10755870000003,145.10755870000003,145.10755870000003,n,1.639579200000071,146.98927119999985,164.16631429999984,146.98927119999985,164.16631429999984,146.98927119999985,164.16631429999984,146.98927119999985,164.16631429999984,35.401234567901234,13.956521000000066,space,138.41347189999988,138.41347189999988,17.118775599999935,,,,,,,,,,,,,,,,,,,,,,,,10,001,2024-07-03_14h19.00.223,robot_sternberg_sign,2022.2.5,60.029702696898596,
"['P', 'C', 'K', 'Q']",False,M,4,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,164.16631429999984,164.16631429999984,space,4.374610999999959,178.17160220000005,169.63572299999987,176.15188839999996,178.17160220000005,179.2538844999999,179.2538844999999,179.2538844999999,179.2538844999999,n,1.3750860000000102,180.6815795,180.6815795,180.6815795,180.6815795,180.6815795,180.6815795,180.6815795,180.6815795,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,2024-07-03_14h19.00.223,robot_sternberg_sign,2022.2.5,60.029702696898596,
"['C', 'S', 'L', 'M']",True,M,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,180.6815795,180.6815795,None,,190.29375119999986,191.36422029999994,188.26878639999995,190.29375119999986,191.36422029999994,191.36422029999994,191.36422029999994,191.36422029999994,c,1.8478806000000532,193.39244599999984,193.39244599999984,193.39244599999984,193.39244599999984,193.39244599999984,193.39244599999984,193.39244599999984,193.39244599999984,None,None,None,180.6815795,180.6815795,,,,,,,,,,,,,,,,,,,,,,,,,10,001,2024-07-03_14h19.00.223,robot_sternberg_sign,2022.2.5,60.029702696898596,
"['V', 'W', 'Q', 'S']",True,S,4,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,193.39244599999984,193.39244599999984,None,,203.00206559999992,204.06808039999987,200.9818502999999,203.00206559999992,204.06808039999987,204.06808039999987,204.06808039999987,204.06808039999987,c,2.0324020000000473,206.32593099999985,226.5651972999999,206.32593099999985,226.5651972999999,206.32593099999985,226.5651972999999,206.32593099999985,226.5651972999999,40.03086419753087,8.390497399999958,space,193.39244599999984,193.39244599999984,20.181491699999924,,,,,,,,,,,,,,,,,,,,,,,,10,001,2024-07-03_14h19.00.223,robot_sternberg_sign,2022.2.5,60.029702696898596,
"['C', 'Z', 'B', 'N', 'L', 'J']",False,R,6,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,226.5651972999999,226.5651972999999,space,3.0863842999999633,244.05908369999997,245.13927739999986,241.83905329999993,244.05908369999997,245.13927739999986,245.13927739999986,245.13927739999986,245.13927739999986,n,1.5534428000000844,246.76324739999995,246.76324739999995,246.76324739999995,246.76324739999995,246.76324739999995,246.76324739999995,246.76324739999995,246.76324739999995,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,10,001,2024-07-03_14h19.00.223,robot_sternberg_sign,2022.2.5,60.029702696898596,
"['B', 'V', 'Q', 'M', 'S', 'N']",True,B,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,246.76324739999995,246.76324739999995,None,,260.73996509999984,261.80966390000003,258.7247399999999,260.73996509999984,261.80966390000003,261.80966390000003,261.80966390000003,261.80966390000003,n,3.2587186000000656,265.24210289999996,265.24210289999996,265.24210289999996,265.24210289999996,265.24210289999996,265.24210289999996,265.24210289999996,265.24210289999996,None,None,None,246.76324739999995,246.76324739999995,,,,,,,,,,,,,,,,,,,,,,,,,10,001,2024-07-03_14h19.00.223,robot_sternberg_sign,2022.2.5,60.029702696898596,
