sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
C,False,1,letter,1,True,False,robot_stimuli\\filler.mp4,9
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,9
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,9
W,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,9
C,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,9
C,True,1,letter,1,False,True,robot_stimuli\\filler.mp4,9
D,False,2,letter,1,True,False,robot_stimuli\\filler.mp4,9
X,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,9
D,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,9
X,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,9
F,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,9
T,False,2,letter,1,False,True,robot_stimuli\\filler.mp4,9
M,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,9
L,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,9
P,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,9
M,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,9
L,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,9
G,False,3,letter,1,False,True,robot_stimuli\\filler.mp4,9
R_Torso_X_For,False,1,robot,2,True,False,robot_stimuli\R_Torso_X_For.mp4,9
R_Torso_X_For,True,1,robot,2,False,False,robot_stimuli\R_Torso_X_For.mp4,9
R_Torso_X_For,True,1,robot,2,False,False,robot_stimuli\R_Torso_X_For.mp4,9
L_Torso_X_Back,False,1,robot,2,False,False,robot_stimuli\L_Torso_X_Back.mp4,9
R_Arm_Z_For,False,1,robot,2,False,False,robot_stimuli\R_Arm_Z_For.mp4,9
L_Torso_X_Back,False,1,robot,2,False,True,robot_stimuli\L_Torso_X_Back.mp4,9
L_Base_Y_Back,False,2,robot,2,True,False,robot_stimuli\L_Base_Y_Back.mp4,9
R_Head_X_For,False,2,robot,2,False,False,robot_stimuli\R_Head_X_For.mp4,9
L_Torso_Z_Back,False,2,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,9
R_Arm_Z_Back,False,2,robot,2,False,False,robot_stimuli\R_Arm_Z_Back.mp4,9
L_Torso_Z_Back,True,2,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,9
R_Arm_Z_Back,True,2,robot,2,False,True,robot_stimuli\R_Arm_Z_Back.mp4,9
L_Arm_Z_Back,False,3,robot,2,True,False,robot_stimuli\L_Arm_Z_Back.mp4,9
R_Arm_X_Back,False,3,robot,2,False,False,robot_stimuli\R_Arm_X_Back.mp4,9
L_Head_Y_Back,False,3,robot,2,False,False,robot_stimuli\L_Head_Y_Back.mp4,9
L_Arm_Z_Back,True,3,robot,2,False,False,robot_stimuli\L_Arm_Z_Back.mp4,9
L_Head_Y_Back,False,3,robot,2,False,False,robot_stimuli\L_Head_Y_Back.mp4,9
L_Head_Y_Back,True,3,robot,2,False,True,robot_stimuli\L_Head_Y_Back.mp4,9
