sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject
"['blue_top_K_45', 'red_left_L_45', 'blue_left_B_0', 'blue_left_T_45']","{'color': 'red_left_L_45', 'position': 'blue_top_K_45', 'orientation': 'blue_left_B_0'}",position,['position'],blue_top_K_45,0,1,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17
"['blue_left_F_45', 'blue_left_B_0', 'red_left_K_45', 'blue_bottom_L_45']","{'color': 'red_left_K_45', 'position': 'blue_bottom_L_45', 'orientation': 'blue_left_B_0'}",orientation,['orientation'],blue_left_B_0,1,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17
"['red_left_R_45', 'red_right_B_0', 'blue_right_R_45', 'red_right_W_45']","{'color': 'blue_right_R_45', 'position': 'red_left_R_45', 'orientation': 'red_right_B_0'}",color,['color'],blue_right_R_45,2,1,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17
"['blue_right_Z_0', 'red_top_P_0', 'blue_top_C_45', 'blue_top_V_0']","{'color': 'red_top_P_0', 'position': 'blue_right_Z_0', 'orientation': 'blue_top_C_45'}",position,"['orientation', 'position']",blue_right_Z_0,0,2,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17
"['red_bottom_W_0', 'red_bottom_B_45', 'blue_bottom_D_45', 'red_top_V_45']","{'color': 'blue_bottom_D_45', 'position': 'red_top_V_45', 'orientation': 'red_bottom_W_0'}",color,"['color', 'position']",blue_bottom_D_45,2,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17
"['blue_top_J_0', 'blue_top_Z_45', 'blue_left_W_45', 'red_top_Z_45']","{'color': 'red_top_Z_45', 'position': 'blue_left_W_45', 'orientation': 'blue_top_J_0'}",orientation,"['orientation', 'position']",blue_top_J_0,0,2,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17
"['blue_bottom_G_45', 'blue_right_M_0', 'blue_right_T_45', 'red_right_Q_45']","{'color': 'red_right_Q_45', 'position': 'blue_bottom_G_45', 'orientation': 'blue_right_M_0'}",color,"['color', 'orientation', 'position']",red_right_Q_45,3,3,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17
"['blue_left_R_45', 'blue_bottom_V_0', 'blue_left_R_0', 'red_left_S_0']","{'color': 'red_left_S_0', 'position': 'blue_bottom_V_0', 'orientation': 'blue_left_R_45'}",orientation,"['color', 'orientation', 'position']",blue_left_R_45,0,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17
"['blue_top_B_45', 'red_right_Q_45', 'red_top_P_45', 'red_top_M_0']","{'color': 'blue_top_B_45', 'position': 'red_right_Q_45', 'orientation': 'red_top_M_0'}",position,"['color', 'orientation', 'position']",red_right_Q_45,1,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17
"['R_Head_Y_For', 'L_Base_Y_Back', 'L_Head_X_For', 'L_Head_Y_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Base_Y_Back', 'movement': 'L_Head_X_For'}",laterality,['laterality'],R_Head_Y_For,0,1,robot,1,True,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,17
