sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
C,False,2,letter,1,True,False,robot_stimuli\\filler.mp4,12
V,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
F,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
K,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
L,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
J,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
L,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
J,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
X,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
V,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
C,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
V,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
T,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
C,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
V,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
C,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
R,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
W,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
F,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
W,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
S,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
M,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
C,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
T,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
C,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
S,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
N,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
M,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
N,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
G,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
R,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
G,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
G,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
X,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
Q,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
N,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
G,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
D,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
V,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
W,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
X,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
P,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
X,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
P,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
J,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
H,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
Q,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
C,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
D,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,12
K,False,2,letter,1,False,True,robot_stimuli\\filler.mp4,12
B,False,1,letter,1,True,False,robot_stimuli\\filler.mp4,12
G,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
G,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
N,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
F,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
B,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
T,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
T,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
D,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
R,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
Z,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
Z,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
B,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
X,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
M,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
M,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
Z,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
C,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
S,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
J,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
T,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
T,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
Z,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
G,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
M,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
M,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
L,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
L,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
S,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
T,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
V,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
V,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
C,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
N,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
N,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
K,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
N,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
G,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
T,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
G,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
G,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
H,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
H,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
R,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,12
J,False,1,letter,1,False,True,robot_stimuli\\filler.mp4,12
L,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,12
L,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
D,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
X,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
H,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
J,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
L,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
H,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
N,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
C,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
Q,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
G,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
N,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
T,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,12
