sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
C,False,1,letter,2,True,False,robot_stimuli\\filler.mp4,23
C,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,23
K,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,23
K,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,23
H,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,23
C,False,1,letter,2,False,True,robot_stimuli\\filler.mp4,23
S,False,2,letter,2,True,False,robot_stimuli\\filler.mp4,23
Q,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,23
S,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,23
F,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,23
N,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,23
F,True,2,letter,2,False,True,robot_stimuli\\filler.mp4,23
P,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,23
B,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,23
L,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,23
P,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,23
B,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,23
B,False,3,letter,2,False,True,robot_stimuli\\filler.mp4,23
L_Torso_Z_Back,False,1,robot,1,True,False,robot_stimuli\L_Torso_Z_Back.mp4,23
L_Torso_Z_Back,True,1,robot,1,False,False,robot_stimuli\L_Torso_Z_Back.mp4,23
L_Base_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,23
L_Arm_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,23
L_Arm_X_Back,True,1,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,23
L_Arm_Z_Back,False,1,robot,1,False,True,robot_stimuli\L_Arm_Z_Back.mp4,23
L_Head_Z_Back,False,2,robot,1,True,False,robot_stimuli\L_Head_Z_Back.mp4,23
R_Torso_X_For,False,2,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,23
L_Head_Z_Back,True,2,robot,1,False,False,robot_stimuli\L_Head_Z_Back.mp4,23
R_Torso_X_For,True,2,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,23
R_Torso_Y_Back,False,2,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,23
R_Head_X_For,False,2,robot,1,False,True,robot_stimuli\R_Head_X_For.mp4,23
R_Head_Z_Back,False,3,robot,1,True,False,robot_stimuli\R_Head_Z_Back.mp4,23
R_Head_X_For,False,3,robot,1,False,False,robot_stimuli\R_Head_X_For.mp4,23
R_Arm_Z_Back,False,3,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,23
R_Head_Z_Back,True,3,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,23
R_Head_X_For,True,3,robot,1,False,False,robot_stimuli\R_Head_X_For.mp4,23
R_Base_Z_For,False,3,robot,1,False,True,robot_stimuli\R_Base_Z_For.mp4,23
