sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.303401899989694,26.303401899989694,e,10.600762799847871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.95651810010895,36.95651810010895,space,17.002958299592137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['red_bottom_V_0', 'red_bottom_R_45', 'blue_bottom_N_45', 'red_left_P_45']","{'color': 'blue_bottom_N_45', 'position': 'red_left_P_45', 'orientation': 'red_bottom_V_0'}",orientation,['orientation'],red_bottom_V_0,0,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,54.023456499911845,54.023456499911845,space,2.935051499865949,56.97925510024652,57.98120599985123,67.91748399985954,69.95476840017363,69.95476840017363,69.95476840017363,69.95476840017363,1,0.6213552998378873,70.62273829989135,70.62273829989135,70.62273829989135,70.62273829989135,70.62273829989135,70.62273829989135,70.62273829989135,70.62273829989135,None,None,None,,,,,,,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['red_top_S_45', 'red_left_K_45', 'blue_top_Q_45', 'red_top_Z_0']","{'color': 'blue_top_Q_45', 'position': 'red_left_K_45', 'orientation': 'red_top_Z_0'}",position,['position'],red_left_K_45,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,70.62273829989135,70.62273829989135,None,,70.62273829989135,71.62469050008804,80.00804409990087,82.2289150999859,82.2289150999859,82.2289150999859,82.2289150999859,2,0.7793218996375799,83.03047280013561,83.03047280013561,83.03047280013561,83.03047280013561,83.03047280013561,83.03047280013561,83.03047280013561,83.03047280013561,None,None,None,70.62273829989135,70.62273829989135,71.62469050008804,,,,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['blue_left_B_45', 'blue_bottom_T_0', 'red_bottom_H_45', 'blue_bottom_L_45']","{'color': 'red_bottom_H_45', 'position': 'blue_left_B_45', 'orientation': 'blue_bottom_T_0'}",color,['color'],red_bottom_H_45,2,1,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,83.03047280013561,83.03047280013561,None,,83.03047280013561,84.03246300015599,92.61609440017492,94.83709859987721,94.83709859987721,94.83709859987721,94.83709859987721,3,1.3706399998627603,96.28988859988749,105.74180860025808,96.28988859988749,105.74180860025808,96.28988859988749,105.74180860025808,96.28988859988749,105.74180860025808,10.238095238095235,8.142584099899977,space,83.03047280013561,83.03047280013561,84.03246300015599,86.10318630002439,9.38886719988659,,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['red_right_C_45', 'red_top_L_45', 'blue_top_W_45', 'red_top_R_0']","{'color': 'blue_top_W_45', 'position': 'red_right_C_45', 'orientation': 'red_top_R_0'}",orientation,"['color', 'orientation']",red_top_R_0,3,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,105.74180860025808,105.74180860025808,space,2.9847926003858447,108.74777680030093,109.74972560023889,118.11625860026106,120.15353220002726,120.15353220002726,120.15353220002726,120.15353220002726,4,3.5896441000513732,123.76059650024399,123.76059650024399,123.76059650024399,123.76059650024399,123.76059650024399,123.76059650024399,123.76059650024399,123.76059650024399,None,None,None,,,,,,,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['red_right_X_45', 'red_right_X_0', 'red_top_V_0', 'blue_right_T_0']","{'color': 'blue_right_T_0', 'position': 'red_top_V_0', 'orientation': 'red_right_X_45'}",position,"['color', 'position']",red_top_V_0,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,123.76059650024399,123.76059650024399,None,,123.76059650024399,124.76257590018213,133.32945400010794,135.36677760025486,135.36677760025486,135.36677760025486,135.36677760025486,3,2.83259110013023,138.22243960015476,138.22243960015476,138.22243960015476,138.22243960015476,138.22243960015476,138.22243960015476,138.22243960015476,138.22243960015476,None,None,None,123.76059650024399,123.76059650024399,124.76257590018213,126.83335740026087,,,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['red_right_V_45', 'blue_right_B_0', 'red_top_G_0', 'red_right_K_0']","{'color': 'blue_right_B_0', 'position': 'red_top_G_0', 'orientation': 'red_right_V_45'}",color,"['color', 'position']",blue_right_B_0,1,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,138.22243960015476,138.22243960015476,None,,138.22243960015476,139.2243774002418,147.79142710007727,149.82858860027045,149.82858860027045,149.82858860027045,149.82858860027045,2,1.9717800999060273,151.86593780014664,155.6400383003056,151.86593780014664,155.6400383003056,151.86593780014664,155.6400383003056,151.86593780014664,155.6400383003056,40.71428571428572,2.782451399601996,space,138.22243960015476,138.22243960015476,139.2243774002418,141.2951020002365,3.6933377999812365,,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['red_right_C_45', 'blue_right_W_45', 'blue_top_B_45', 'blue_right_B_0']","{'color': 'red_right_C_45', 'position': 'blue_top_B_45', 'orientation': 'blue_right_B_0'}",position,"['color', 'orientation', 'position']",blue_top_B_45,2,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,155.6400383003056,155.6400383003056,space,4.919886699877679,160.58308040024713,161.58500140020624,170.15190620021895,172.18928040005267,172.18928040005267,172.18928040005267,172.18928040005267,3,3.7146356999874115,175.9299794002436,175.9299794002436,175.9299794002436,175.9299794002436,175.9299794002436,175.9299794002436,175.9299794002436,175.9299794002436,None,None,None,,,,,,,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['red_left_N_45', 'red_right_X_45', 'blue_left_R_45', 'red_left_P_0']","{'color': 'blue_left_R_45', 'position': 'red_right_X_45', 'orientation': 'red_left_P_0'}",color,"['color', 'orientation', 'position']",blue_left_R_45,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,175.9299794002436,175.9299794002436,None,,175.9299794002436,176.9319302001968,185.68250290025026,187.7198822000064,187.7198822000064,187.7198822000064,187.7198822000064,3,4.151326700113714,191.89468510029837,191.89468510029837,191.89468510029837,191.89468510029837,191.89468510029837,191.89468510029837,191.89468510029837,191.89468510029837,None,None,None,175.9299794002436,175.9299794002436,176.9319302001968,179.00314410030842,,,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['red_right_Z_45', 'red_bottom_R_45', 'red_right_L_0', 'blue_right_Q_45']","{'color': 'blue_right_Q_45', 'position': 'red_bottom_R_45', 'orientation': 'red_right_L_0'}",orientation,"['color', 'orientation', 'position']",red_right_L_0,2,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,191.89468510029837,191.89468510029837,None,,191.89468510029837,192.89664949988946,201.44682110007852,203.46745290001854,203.46745290001854,203.46745290001854,203.46745290001854,2,4.42848900007084,207.95964200003073,215.77502549998462,207.95964200003073,215.77502549998462,207.95964200003073,215.77502549998462,207.95964200003073,215.77502549998462,80.23809523809524,4.852865299675614,space,191.89468510029837,191.89468510029837,192.89664949988946,194.96748170023784,7.760571999941021,,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['L_Head_X_Back', 'L_Base_Z_Back', 'L_Base_X_Back', 'R_Base_X_Back']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Head_X_Back', 'movement': 'L_Base_Z_Back'}",localisation,['localisation'],L_Head_X_Back,0,1,robot,2,True,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,20,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,215.77502549998462,215.77502549998462,space,3.9036325002089143,219.69938250025734,220.70136630022898,,,237.56850979989395,237.56850979989395,237.56850979989395,1,2.4621905996464193,240.0561235002242,240.0561235002242,240.0561235002242,240.0561235002242,240.0561235002242,240.0561235002242,240.0561235002242,240.0561235002242,None,None,None,,,,,,233.92737910011783,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['R_Base_Z_For', 'L_Base_Z_Back', 'R_Head_Z_For', 'R_Base_Y_Back']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Head_Z_For', 'movement': 'R_Base_Y_Back'}",laterality,['laterality'],L_Base_Z_Back,1,1,robot,2,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,20,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,240.0561235002242,240.0561235002242,None,,240.0561235002242,241.05808940017596,,,257.97495960025117,257.97495960025117,257.97495960025117,2,1.2874724003486335,259.29396669985726,259.29396669985726,259.29396669985726,259.29396669985726,259.29396669985726,259.29396669985726,259.29396669985726,259.29396669985726,None,None,None,240.0561235002242,240.0561235002242,241.05808940017596,243.162270499859,,254.33418040024117,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['L_Arm_Z_For', 'R_Arm_Y_For', 'L_Arm_Y_Back', 'L_Head_Y_Back']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Head_Y_Back', 'movement': 'L_Arm_Z_For'}",movement,['movement'],L_Arm_Z_For,0,1,robot,2,False,True,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\L_Arm_Z_For.mp4,20,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,259.29396669985726,259.29396669985726,None,,259.29396669985726,260.29594939993694,,,277.0455753998831,277.0455753998831,277.0455753998831,4,4.953238400164992,282.0554658998735,287.0653138998896,282.0554658998735,287.0653138998896,282.0554658998735,287.0653138998896,282.0554658998735,287.0653138998896,40.238095238095234,2.9725329000502825,space,259.29396669985726,259.29396669985726,260.29594939993694,262.38344500027597,4.959910400211811,273.4051097999327,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['L_Head_Z_For', 'R_Head_Z_For', 'L_Head_X_For', 'L_Torso_Z_Back']","{'laterality': 'R_Head_Z_For', 'localisation': 'L_Torso_Z_Back', 'movement': 'L_Head_X_For'}",movement,"['laterality', 'movement']",L_Head_X_For,2,2,robot,2,True,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\L_Head_X_For.mp4,20,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,287.0653138998896,287.0653138998896,space,2.445404199883342,289.5368411000818,290.5387927000411,,,307.221606799867,307.221606799867,307.221606799867,3,6.265296699944884,313.51735730003566,313.51735730003566,313.51735730003566,313.51735730003566,313.51735730003566,313.51735730003566,313.51735730003566,313.51735730003566,None,None,None,,,,,,303.7314658998512,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['R_Head_Y_For', 'R_Head_X_Back', 'R_Base_Y_For', 'L_Head_Y_Back']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Base_Y_For', 'movement': 'R_Head_X_Back'}",laterality,"['laterality', 'localisation']",L_Head_Y_Back,3,2,robot,2,False,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,20,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,313.51735730003566,313.51735730003566,None,,313.51735730003566,314.5193290002644,,,331.40254830010235,331.40254830010235,331.40254830010235,3,3.9809268000535667,335.410493100062,335.410493100062,335.410493100062,335.410493100062,335.410493100062,335.410493100062,335.410493100062,335.410493100062,None,None,None,313.51735730003566,313.51735730003566,314.5193290002644,316.6067909002304,,327.76211029989645,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['R_Head_X_For', 'R_Torso_Z_Back', 'L_Torso_X_Back', 'R_Torso_X_Back']","{'laterality': 'L_Torso_X_Back', 'localisation': 'R_Head_X_For', 'movement': 'R_Torso_Z_Back'}",localisation,"['laterality', 'localisation']",R_Head_X_For,0,2,robot,2,False,True,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\R_Head_X_For.mp4,20,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,335.410493100062,335.410493100062,None,,335.410493100062,336.41242110030726,,,353.3123225001618,353.3123225001618,353.3123225001618,1,4.478674599900842,357.8546247999184,362.3301150999032,357.8546247999184,362.3301150999032,357.8546247999184,362.3301150999032,357.8546247999184,362.3301150999032,91.1904761904762,2.71543120034039,space,335.410493100062,335.410493100062,336.41242110030726,338.4998878003098,4.42439080029726,349.67189380014315,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['L_Base_Y_For', 'R_Base_X_Back', 'L_Arm_X_For', 'L_Base_X_Back']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Arm_X_For', 'movement': 'L_Base_Y_For'}",movement,"['laterality', 'localisation', 'movement']",L_Base_Y_For,0,3,robot,2,True,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Base_Y_For.mp4,20,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,362.3301150999032,362.3301150999032,space,3.3328637001104653,365.68667440023273,366.68863830016926,,,383.4717439999804,383.4717439999804,383.4717439999804,3,5.232140200212598,388.73202780028805,388.73202780028805,388.73202780028805,388.73202780028805,388.73202780028805,388.73202780028805,388.73202780028805,388.73202780028805,None,None,None,,,,,,379.8646829002537,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['L_Head_Y_Back', 'L_Arm_X_For', 'L_Arm_Y_Back', 'R_Arm_Y_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Head_Y_Back', 'movement': 'L_Arm_X_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Head_Y_Back,0,3,robot,2,False,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\L_Head_Y_Back.mp4,20,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,388.73202780028805,388.73202780028805,None,,388.73202780028805,389.73403279995546,,,406.5170486001298,406.5170486001298,406.5170486001298,1,3.937654100358486,410.4748816001229,410.4748816001229,410.4748816001229,410.4748816001229,410.4748816001229,410.4748816001229,410.4748816001229,410.4748816001229,None,None,None,388.73202780028805,388.73202780028805,389.73403279995546,391.82148930011317,,403.01014900021255,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
"['L_Base_Y_For', 'R_Base_Y_Back', 'R_Base_Z_Back', 'R_Head_Y_For']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Head_Y_For', 'movement': 'R_Base_Z_Back'}",laterality,"['laterality', 'localisation', 'movement']",L_Base_Y_For,0,3,robot,2,False,True,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,20,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,410.4748816001229,410.4748816001229,None,,410.4748816001229,411.47681639995426,,,428.1763368998654,428.1763368998654,428.1763368998654,2,10.302776399999857,438.5301206000149,441.50260430015624,438.5301206000149,441.50260430015624,438.5301206000149,441.50260430015624,438.5301206000149,441.50260430015624,99.28571428571428,2.1469171000644565,space,410.4748816001229,410.4748816001229,411.47681639995426,413.5642591002397,2.9003884000703692,424.51915210019797,,,,,,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.50260430015624,441.50260430015624,441.50260430015624,c,26.28832140006125,,,,,,,,,,20,001,2024-09-19_15h05.44.769,robot_cogshifting_sign,2022.2.5,59.867477291026624,
