sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject
"['red_bottom_V_0', 'red_bottom_R_45', 'blue_bottom_N_45', 'red_left_P_45']","{'color': 'blue_bottom_N_45', 'position': 'red_left_P_45', 'orientation': 'red_bottom_V_0'}",orientation,['orientation'],red_bottom_V_0,0,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20
"['red_top_S_45', 'red_left_K_45', 'blue_top_Q_45', 'red_top_Z_0']","{'color': 'blue_top_Q_45', 'position': 'red_left_K_45', 'orientation': 'red_top_Z_0'}",position,['position'],red_left_K_45,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20
"['blue_left_B_45', 'blue_bottom_T_0', 'red_bottom_H_45', 'blue_bottom_L_45']","{'color': 'red_bottom_H_45', 'position': 'blue_left_B_45', 'orientation': 'blue_bottom_T_0'}",color,['color'],red_bottom_H_45,2,1,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20
"['red_right_C_45', 'red_top_L_45', 'blue_top_W_45', 'red_top_R_0']","{'color': 'blue_top_W_45', 'position': 'red_right_C_45', 'orientation': 'red_top_R_0'}",orientation,"['color', 'orientation']",red_top_R_0,3,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20
"['red_right_X_45', 'red_right_X_0', 'red_top_V_0', 'blue_right_T_0']","{'color': 'blue_right_T_0', 'position': 'red_top_V_0', 'orientation': 'red_right_X_45'}",position,"['color', 'position']",red_top_V_0,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20
"['red_right_V_45', 'blue_right_B_0', 'red_top_G_0', 'red_right_K_0']","{'color': 'blue_right_B_0', 'position': 'red_top_G_0', 'orientation': 'red_right_V_45'}",color,"['color', 'position']",blue_right_B_0,1,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20
"['red_right_C_45', 'blue_right_W_45', 'blue_top_B_45', 'blue_right_B_0']","{'color': 'red_right_C_45', 'position': 'blue_top_B_45', 'orientation': 'blue_right_B_0'}",position,"['color', 'orientation', 'position']",blue_top_B_45,2,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20
"['red_left_N_45', 'red_right_X_45', 'blue_left_R_45', 'red_left_P_0']","{'color': 'blue_left_R_45', 'position': 'red_right_X_45', 'orientation': 'red_left_P_0'}",color,"['color', 'orientation', 'position']",blue_left_R_45,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20
"['red_right_Z_45', 'red_bottom_R_45', 'red_right_L_0', 'blue_right_Q_45']","{'color': 'blue_right_Q_45', 'position': 'red_bottom_R_45', 'orientation': 'red_right_L_0'}",orientation,"['color', 'orientation', 'position']",red_right_L_0,2,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20
"['L_Head_X_Back', 'L_Base_Z_Back', 'L_Base_X_Back', 'R_Base_X_Back']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Head_X_Back', 'movement': 'L_Base_Z_Back'}",localisation,['localisation'],L_Head_X_Back,0,1,robot,2,True,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,20
