sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject
"['blue_left_D_45', 'blue_right_P_45', 'blue_right_Z_0', 'red_right_C_45']","{'color': 'red_right_C_45', 'position': 'blue_left_D_45', 'orientation': 'blue_right_Z_0'}",position,['position'],blue_left_D_45,0,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8
"['red_bottom_L_0', 'red_left_M_45', 'red_bottom_K_45', 'blue_bottom_R_45']","{'color': 'blue_bottom_R_45', 'position': 'red_left_M_45', 'orientation': 'red_bottom_L_0'}",orientation,['orientation'],red_bottom_L_0,0,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8
"['red_bottom_Z_0', 'blue_top_D_0', 'red_top_C_0', 'red_top_R_45']","{'color': 'blue_top_D_0', 'position': 'red_bottom_Z_0', 'orientation': 'red_top_R_45'}",color,['color'],blue_top_D_0,1,1,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8
"['blue_left_P_0', 'blue_left_L_45', 'red_left_D_0', 'blue_top_W_0']","{'color': 'red_left_D_0', 'position': 'blue_top_W_0', 'orientation': 'blue_left_L_45'}",orientation,"['color', 'orientation']",blue_left_L_45,1,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8
"['red_top_T_45', 'blue_bottom_R_45', 'red_bottom_J_0', 'red_bottom_L_45']","{'color': 'blue_bottom_R_45', 'position': 'red_top_T_45', 'orientation': 'red_bottom_J_0'}",position,"['orientation', 'position']",red_top_T_45,0,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8
"['blue_bottom_Z_45', 'red_bottom_S_0', 'red_left_R_45', 'red_bottom_M_45']","{'color': 'blue_bottom_Z_45', 'position': 'red_left_R_45', 'orientation': 'red_bottom_S_0'}",color,"['color', 'position']",blue_bottom_Z_45,0,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8
"['red_right_Q_45', 'blue_right_K_0', 'red_top_W_0', 'red_right_B_0']","{'color': 'blue_right_K_0', 'position': 'red_top_W_0', 'orientation': 'red_right_Q_45'}",color,"['color', 'orientation', 'position']",blue_right_K_0,1,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8
"['blue_top_C_45', 'red_top_W_0', 'blue_top_G_0', 'blue_bottom_L_0']","{'color': 'red_top_W_0', 'position': 'blue_bottom_L_0', 'orientation': 'blue_top_C_45'}",orientation,"['color', 'orientation', 'position']",blue_top_C_45,0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8
"['red_top_J_0', 'blue_top_J_45', 'red_top_W_45', 'red_bottom_Z_45']","{'color': 'blue_top_J_45', 'position': 'red_bottom_Z_45', 'orientation': 'red_top_J_0'}",position,"['color', 'orientation', 'position']",red_bottom_Z_45,3,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8
"['L_Head_Y_For', 'L_Head_X_Back', 'L_Arm_Y_For', 'R_Head_Y_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Arm_Y_For', 'movement': 'L_Head_X_Back'}",laterality,['laterality'],R_Head_Y_For,3,1,robot,2,True,False,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,8
