sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,11.221457999999984,11.221457999999984,f,445.1426772000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2024-06-06_13h54.15.335,robot_nback_sign,2022.2.5,59.95139141183242,
,,,,,,,,,,,,,,,,,,,,,,,,,456.4342687000001,456.4342687000001,space,450.73738119999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2024-06-06_13h54.15.335,robot_nback_sign,2022.2.5,59.95139141183242,
H,False,1,letter,1,True,False,robot_stimuli\\filler.mp4,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,907.2248950999999,907.2248950999999,space,3.458919100000003,910.7130775,912.0313395000001,912.0313395000001,912.0313395000001,912.0313395000001,912.0313395000001,914.3613654000001,None,914.3613654000001,914.3613654000001,914.3613654000001,914.3613654000001,914.3613654000001,914.3613654000001,914.3613654000001,914.3613654000001,None,None,None,,,,,,,,,,,,,,,,,,,,,,,4,001,2024-06-06_13h54.15.335,robot_nback_sign,2022.2.5,59.95139141183242,
H,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,4,0,0,0,0,0,1,1,1,,,,,,,,,,,,,914.3613654000001,914.3613654000001,None,,914.3613654000001,915.4268854,915.4268854,915.4268854,915.4268854,915.4268854,917.4595933,c,917.4595933,917.4595933,917.4595933,917.4595933,917.4595933,917.4595933,917.4595933,917.4595933,None,None,None,914.3613654000001,914.3613654000001,1.2483901000000515,,,,,,,,,,,,,,,,,,,,4,001,2024-06-06_13h54.15.335,robot_nback_sign,2022.2.5,59.95139141183242,
P,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,4,0,0,0,0,0,2,2,2,,,,,,,,,,,,,917.4595933,917.4595933,None,,917.4595933,918.5365609,918.5365609,918.5365609,918.5365609,918.5365609,920.5720059,n,920.5720059,920.5720059,920.5720059,920.5720059,920.5720059,920.5720059,920.5720059,920.5720059,None,None,None,917.4595933,917.4595933,1.451405300000033,,,,,,,,,,,,,,,,,,,,4,001,2024-06-06_13h54.15.335,robot_nback_sign,2022.2.5,59.95139141183242,
L,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,4,0,0,0,0,0,3,3,3,,,,,,,,,,,,,920.5720059,920.5720059,None,,920.5720059,921.6463816999999,921.6463816999999,921.6463816999999,921.6463816999999,921.6463816999999,923.6728023999999,n,923.6728023999999,923.6728023999999,923.6728023999999,923.6728023999999,923.6728023999999,923.6728023999999,923.6728023999999,923.6728023999999,None,None,None,920.5720059,920.5720059,1.2048055999998724,,,,,,,,,,,,,,,,,,,,4,001,2024-06-06_13h54.15.335,robot_nback_sign,2022.2.5,59.95139141183242,
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,4,0,0,0,0,0,4,4,4,,,,,,,,,,,,,923.6728023999999,923.6728023999999,None,,923.6728023999999,924.7470653999999,924.7470653999999,924.7470653999999,924.7470653999999,924.7470653999999,926.7781593,n,926.7781593,926.7781593,926.7781593,926.7781593,926.7781593,926.7781593,926.7781593,926.7781593,None,None,None,923.6728023999999,923.6728023999999,1.7294294000000718,,,,,,,,,,,,,,,,,,,,4,001,2024-06-06_13h54.15.335,robot_nback_sign,2022.2.5,59.95139141183242,
Q,True,1,letter,1,False,True,robot_stimuli\\filler.mp4,4,0,0,0,0,0,5,5,5,,,,,,,,,,,,,926.7781593,926.7781593,None,,926.7781593,927.8471539,927.8471539,927.8471539,927.8471539,927.8471539,929.9389939999999,c,929.9389939999999,939.2500878000001,929.9389939999999,939.2500878000001,929.9389939999999,939.2500878000001,929.9389939999999,939.2500878000001,20.123456790123452,7.754083600000058,space,926.7781593,926.7781593,1.2445213999999396,9.263464200000044,,,,,,,,,,,,,,,,,,,4,001,2024-06-06_13h54.15.335,robot_nback_sign,2022.2.5,59.95139141183242,
H,False,2,letter,1,True,False,robot_stimuli\\filler.mp4,4,0,0,0,0,0,6,6,6,,,,,,,,,,,,,939.2500878000001,939.2500878000001,space,2.681384999999864,941.963146,943.0373631,943.0373631,943.0373631,943.0373631,943.0373631,945.262477,n,945.262477,945.262477,945.262477,945.262477,945.262477,945.262477,945.262477,945.262477,None,None,None,,,1.4541877999999997,,,,,,,,,,,,,,,,,,,,4,001,2024-06-06_13h54.15.335,robot_nback_sign,2022.2.5,59.95139141183242,
L,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,4,0,0,0,0,0,7,7,7,,,,,,,,,,,,,945.262477,945.262477,None,,945.262477,946.3291280000001,946.3291280000001,946.3291280000001,946.3291280000001,946.3291280000001,948.3556085,n,948.3556085,948.3556085,948.3556085,948.3556085,948.3556085,948.3556085,948.3556085,948.3556085,None,None,None,945.262477,945.262477,1.94670549999978,,,,,,,,,,,,,,,,,,,,4,001,2024-06-06_13h54.15.335,robot_nback_sign,2022.2.5,59.95139141183242,
N,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,4,0,0,0,0,0,8,8,8,,,,,,,,,,,,,948.3556085,948.3556085,None,,948.3556085,949.4311516999999,949.4311516999999,949.4311516999999,949.4311516999999,949.4311516999999,951.6624070999999,n,951.6624070999999,951.6624070999999,951.6624070999999,951.6624070999999,951.6624070999999,951.6624070999999,951.6624070999999,951.6624070999999,None,None,None,948.3556085,948.3556085,1.660453299999972,,,,,,,,,,,,,,,,,,,,4,001,2024-06-06_13h54.15.335,robot_nback_sign,2022.2.5,59.95139141183242,
