sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
H,False,1,letter,1,True,False,robot_stimuli\\filler.mp4,4
H,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,4
P,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,4
L,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,4
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,4
Q,True,1,letter,1,False,True,robot_stimuli\\filler.mp4,4
H,False,2,letter,1,True,False,robot_stimuli\\filler.mp4,4
L,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,4
N,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,4
L,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,4
L,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,4
L,True,2,letter,1,False,True,robot_stimuli\\filler.mp4,4
L,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,4
K,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,4
G,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,4
L,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,4
K,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,4
W,False,3,letter,1,False,True,robot_stimuli\\filler.mp4,4
R_Base_X_For,False,1,robot,2,True,False,robot_stimuli\R_Base_X_For.mp4,4
L_Arm_Y_For,False,1,robot,2,False,False,robot_stimuli\L_Arm_Y_For.mp4,4
R_Base_Z_For,False,1,robot,2,False,False,robot_stimuli\R_Base_Z_For.mp4,4
L_Arm_Z_Back,False,1,robot,2,False,False,robot_stimuli\L_Arm_Z_Back.mp4,4
L_Arm_Z_Back,True,1,robot,2,False,False,robot_stimuli\L_Arm_Z_Back.mp4,4
L_Arm_Z_Back,True,1,robot,2,False,True,robot_stimuli\L_Arm_Z_Back.mp4,4
R_Head_X_Back,False,2,robot,2,True,False,robot_stimuli\R_Head_X_Back.mp4,4
R_Torso_X_Back,False,2,robot,2,False,False,robot_stimuli\R_Torso_X_Back.mp4,4
R_Base_X_Back,False,2,robot,2,False,False,robot_stimuli\R_Base_X_Back.mp4,4
R_Torso_X_Back,True,2,robot,2,False,False,robot_stimuli\R_Torso_X_Back.mp4,4
R_Base_X_Back,True,2,robot,2,False,False,robot_stimuli\R_Base_X_Back.mp4,4
L_Torso_Z_For,False,2,robot,2,False,True,robot_stimuli\L_Torso_Z_For.mp4,4
L_Arm_Y_Back,False,3,robot,2,True,False,robot_stimuli\L_Arm_Y_Back.mp4,4
R_Arm_Y_Back,False,3,robot,2,False,False,robot_stimuli\R_Arm_Y_Back.mp4,4
R_Base_Y_Back,False,3,robot,2,False,False,robot_stimuli\R_Base_Y_Back.mp4,4
L_Arm_Y_Back,True,3,robot,2,False,False,robot_stimuli\L_Arm_Y_Back.mp4,4
R_Arm_X_Back,False,3,robot,2,False,False,robot_stimuli\R_Arm_X_Back.mp4,4
R_Base_Y_Back,True,3,robot,2,False,True,robot_stimuli\R_Base_Y_Back.mp4,4
