sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
K,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,18
Z,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
F,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
Z,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
L,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
F,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
Z,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
X,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
H,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
Q,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
Z,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
C,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
W,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
Z,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
C,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
N,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
Z,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
Q,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
F,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
P,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
K,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
Q,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
T,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
S,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
T,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
M,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
M,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
Z,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
F,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
M,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
L,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
F,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
F,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
R,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
F,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
T,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
Z,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
M,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
T,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
H,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
N,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
S,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
Q,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
P,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
N,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
K,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
P,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
X,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
B,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18
R,False,3,letter,1,False,True,robot_stimuli\\filler.mp4,18
