sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
Q,False,1,letter,2,True,False,robot_stimuli\\filler.mp4,7
Q,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,7
Q,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,7
S,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,7
M,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,7
B,False,1,letter,2,False,True,robot_stimuli\\filler.mp4,7
Z,False,2,letter,2,True,False,robot_stimuli\\filler.mp4,7
S,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,7
Z,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,7
R,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,7
Z,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,7
G,False,2,letter,2,False,True,robot_stimuli\\filler.mp4,7
P,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,7
X,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,7
W,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,7
P,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,7
X,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,7
C,False,3,letter,2,False,True,robot_stimuli\\filler.mp4,7
L_Torso_Z_Back,False,1,robot,1,True,False,robot_stimuli\L_Torso_Z_Back.mp4,7
R_Torso_X_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_X_Back.mp4,7
R_Head_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Head_Z_For.mp4,7
R_Head_Z_For,True,1,robot,1,False,False,robot_stimuli\R_Head_Z_For.mp4,7
L_Head_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Head_Y_Back.mp4,7
L_Head_Y_Back,True,1,robot,1,False,True,robot_stimuli\L_Head_Y_Back.mp4,7
R_Arm_Z_For,False,2,robot,1,True,False,robot_stimuli\R_Arm_Z_For.mp4,7
L_Base_X_For,False,2,robot,1,False,False,robot_stimuli\L_Base_X_For.mp4,7
R_Arm_Z_For,True,2,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,7
L_Base_X_For,True,2,robot,1,False,False,robot_stimuli\L_Base_X_For.mp4,7
R_Arm_X_For,False,2,robot,1,False,False,robot_stimuli\R_Arm_X_For.mp4,7
L_Base_Y_Back,False,2,robot,1,False,True,robot_stimuli\L_Base_Y_Back.mp4,7
L_Head_Y_Back,False,3,robot,1,True,False,robot_stimuli\L_Head_Y_Back.mp4,7
L_Torso_Y_Back,False,3,robot,1,False,False,robot_stimuli\L_Torso_Y_Back.mp4,7
L_Head_Z_Back,False,3,robot,1,False,False,robot_stimuli\L_Head_Z_Back.mp4,7
L_Head_Y_Back,True,3,robot,1,False,False,robot_stimuli\L_Head_Y_Back.mp4,7
R_Torso_Z_For,False,3,robot,1,False,False,robot_stimuli\R_Torso_Z_For.mp4,7
L_Head_Z_Back,True,3,robot,1,False,True,robot_stimuli\L_Head_Z_Back.mp4,7
