sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
H,False,1,letter,1,True,False,robot_stimuli\\filler.mp4,16
H,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,16
H,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,16
X,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,16
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,16
S,False,1,letter,1,False,True,robot_stimuli\\filler.mp4,16
P,False,2,letter,1,True,False,robot_stimuli\\filler.mp4,16
X,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,16
P,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,16
P,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,16
P,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,16
D,False,2,letter,1,False,True,robot_stimuli\\filler.mp4,16
F,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,16
B,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,16
R,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,16
F,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,16
P,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,16
R,True,3,letter,1,False,True,robot_stimuli\\filler.mp4,16
L_Arm_X_Back,False,1,robot,2,True,False,robot_stimuli\L_Arm_X_Back.mp4,16
L_Head_Y_For,False,1,robot,2,False,False,robot_stimuli\L_Head_Y_For.mp4,16
L_Head_Y_For,True,1,robot,2,False,False,robot_stimuli\L_Head_Y_For.mp4,16
L_Head_Y_For,True,1,robot,2,False,False,robot_stimuli\L_Head_Y_For.mp4,16
R_Head_Y_Back,False,1,robot,2,False,False,robot_stimuli\R_Head_Y_Back.mp4,16
R_Base_Z_For,False,1,robot,2,False,True,robot_stimuli\R_Base_Z_For.mp4,16
L_Torso_X_Back,False,2,robot,2,True,False,robot_stimuli\L_Torso_X_Back.mp4,16
R_Head_Y_Back,False,2,robot,2,False,False,robot_stimuli\R_Head_Y_Back.mp4,16
L_Torso_X_Back,True,2,robot,2,False,False,robot_stimuli\L_Torso_X_Back.mp4,16
L_Head_X_For,False,2,robot,2,False,False,robot_stimuli\L_Head_X_For.mp4,16
L_Torso_X_Back,True,2,robot,2,False,False,robot_stimuli\L_Torso_X_Back.mp4,16
R_Arm_Z_Back,False,2,robot,2,False,True,robot_stimuli\R_Arm_Z_Back.mp4,16
L_Arm_Y_For,False,3,robot,2,True,False,robot_stimuli\L_Arm_Y_For.mp4,16
R_Base_X_Back,False,3,robot,2,False,False,robot_stimuli\R_Base_X_Back.mp4,16
L_Head_Z_For,False,3,robot,2,False,False,robot_stimuli\L_Head_Z_For.mp4,16
L_Base_X_For,False,3,robot,2,False,False,robot_stimuli\L_Base_X_For.mp4,16
R_Base_X_Back,True,3,robot,2,False,False,robot_stimuli\R_Base_X_Back.mp4,16
L_Head_Z_For,True,3,robot,2,False,True,robot_stimuli\L_Head_Z_For.mp4,16
