sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
R,False,1,letter,1,True,False,robot_stimuli\\filler.mp4,0
F,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0
S,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0
R,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0
R,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0
R,True,1,letter,1,False,True,robot_stimuli\\filler.mp4,0
W,False,2,letter,1,True,False,robot_stimuli\\filler.mp4,0
B,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0
W,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,0
X,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0
L,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0
X,True,2,letter,1,False,True,robot_stimuli\\filler.mp4,0
V,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,0
Z,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,0
X,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,0
V,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,0
W,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,0
X,True,3,letter,1,False,True,robot_stimuli\\filler.mp4,0
L_Torso_Y_Back,False,1,robot,2,True,False,robot_stimuli\L_Torso_Y_Back.mp4,0
L_Torso_Y_Back,True,1,robot,2,False,False,robot_stimuli\L_Torso_Y_Back.mp4,0
L_Torso_Y_Back,True,1,robot,2,False,False,robot_stimuli\L_Torso_Y_Back.mp4,0
R_Torso_Y_Back,False,1,robot,2,False,False,robot_stimuli\R_Torso_Y_Back.mp4,0
L_Torso_Y_For,False,1,robot,2,False,False,robot_stimuli\L_Torso_Y_For.mp4,0
L_Base_Y_Back,False,1,robot,2,False,True,robot_stimuli\L_Base_Y_Back.mp4,0
L_Arm_Z_For,False,2,robot,2,True,False,robot_stimuli\L_Arm_Z_For.mp4,0
R_Arm_X_For,False,2,robot,2,False,False,robot_stimuli\R_Arm_X_For.mp4,0
L_Arm_Z_For,True,2,robot,2,False,False,robot_stimuli\L_Arm_Z_For.mp4,0
R_Arm_X_For,True,2,robot,2,False,False,robot_stimuli\R_Arm_X_For.mp4,0
L_Arm_Y_For,False,2,robot,2,False,False,robot_stimuli\L_Arm_Y_For.mp4,0
R_Torso_Z_For,False,2,robot,2,False,True,robot_stimuli\R_Torso_Z_For.mp4,0
L_Arm_Y_Back,False,3,robot,2,True,False,robot_stimuli\L_Arm_Y_Back.mp4,0
R_Head_Z_For,False,3,robot,2,False,False,robot_stimuli\R_Head_Z_For.mp4,0
R_Base_Y_For,False,3,robot,2,False,False,robot_stimuli\R_Base_Y_For.mp4,0
L_Arm_Y_Back,True,3,robot,2,False,False,robot_stimuli\L_Arm_Y_Back.mp4,0
R_Head_Z_For,True,3,robot,2,False,False,robot_stimuli\R_Head_Z_For.mp4,0
R_Arm_Y_Back,False,3,robot,2,False,True,robot_stimuli\R_Arm_Y_Back.mp4,0
