sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject
"['red_bottom_G_45', 'red_right_S_45', 'red_right_X_0', 'blue_right_P_45']","{'color': 'blue_right_P_45', 'position': 'red_bottom_G_45', 'orientation': 'red_right_X_0'}",position,['position'],red_bottom_G_45,0,1,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,7
"['blue_right_K_0', 'red_right_L_0', 'blue_right_J_45', 'blue_top_P_0']","{'color': 'red_right_L_0', 'position': 'blue_top_P_0', 'orientation': 'blue_right_J_45'}",color,['color'],red_right_L_0,1,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,7
"['red_left_V_45', 'blue_left_S_45', 'blue_left_B_0', 'blue_right_J_45']","{'color': 'red_left_V_45', 'position': 'blue_right_J_45', 'orientation': 'blue_left_B_0'}",orientation,['orientation'],blue_left_B_0,2,1,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,7
"['blue_top_P_45', 'red_left_G_45', 'red_top_T_0', 'red_top_P_45']","{'color': 'blue_top_P_45', 'position': 'red_left_G_45', 'orientation': 'red_top_T_0'}",position,"['color', 'position']",red_left_G_45,1,2,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,7
"['blue_right_M_45', 'red_right_S_45', 'red_right_J_0', 'red_bottom_H_45']","{'color': 'blue_right_M_45', 'position': 'red_bottom_H_45', 'orientation': 'red_right_J_0'}",orientation,"['orientation', 'position']",red_right_J_0,2,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,7
"['red_right_J_0', 'blue_right_B_45', 'red_right_M_45', 'red_top_L_45']","{'color': 'blue_right_B_45', 'position': 'red_top_L_45', 'orientation': 'red_right_J_0'}",color,"['color', 'position']",blue_right_B_45,1,2,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,7
"['red_bottom_M_45', 'blue_bottom_R_45', 'red_bottom_X_0', 'red_right_W_45']","{'color': 'blue_bottom_R_45', 'position': 'red_right_W_45', 'orientation': 'red_bottom_X_0'}",color,"['color', 'orientation', 'position']",blue_bottom_R_45,1,3,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,7
"['red_top_J_45', 'blue_top_F_0', 'red_left_Q_0', 'red_top_J_0']","{'color': 'blue_top_F_0', 'position': 'red_left_Q_0', 'orientation': 'red_top_J_45'}",orientation,"['color', 'orientation', 'position']",red_top_J_45,0,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,7
"['red_right_H_0', 'red_left_M_0', 'blue_left_J_0', 'red_left_B_45']","{'color': 'blue_left_J_0', 'position': 'red_right_H_0', 'orientation': 'red_left_B_45'}",position,"['color', 'orientation', 'position']",red_right_H_0,0,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,7
"['R_Torso_Z_Back', 'R_Base_X_For', 'R_Base_Z_For', 'L_Base_Z_Back']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Torso_Z_Back', 'movement': 'R_Base_X_For'}",laterality,['laterality'],L_Base_Z_Back,3,1,robot,1,True,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,7
