sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.49202799999999,15.49202799999999,f,79.3801372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.92917920000001,94.92917920000001,space,155.27081850000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['blue_right_R_0', 'red_top_W_0', 'blue_top_L_0', 'blue_top_Q_45']","{'color': 'red_top_W_0', 'position': 'blue_right_R_0', 'orientation': 'blue_top_Q_45'}",position,['position'],blue_right_R_0,0,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,250.2427242,250.2427242,space,2.91719209999998,253.191554,254.19155029999996,254.19155029999996,256.6765544,263.5882703,265.62192239999996,265.62192239999996,265.62192239999996,265.62192239999996,1,36.95293979999995,302.71186589999996,302.71186589999996,302.71186589999996,302.71186589999996,302.71186589999996,302.71186589999996,302.71186589999996,302.71186589999996,None,None,None,,,,,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['blue_right_D_0', 'red_right_X_45', 'blue_right_K_45', 'blue_top_L_45']","{'color': 'red_right_X_45', 'position': 'blue_top_L_45', 'orientation': 'blue_right_D_0'}",color,['color'],red_right_X_45,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,302.71186589999996,302.71186589999996,None,,302.71186589999996,,303.7247347,,312.5170099,314.5431061,314.5431061,314.5431061,314.5431061,2,1.0401142999999564,315.60794949999996,315.60794949999996,315.60794949999996,315.60794949999996,315.60794949999996,315.60794949999996,315.60794949999996,315.60794949999996,None,None,None,302.71186589999996,302.71186589999996,,,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['red_bottom_D_45', 'blue_bottom_F_45', 'blue_bottom_M_0', 'blue_left_Q_45']","{'color': 'red_bottom_D_45', 'position': 'blue_left_Q_45', 'orientation': 'blue_bottom_M_0'}",orientation,['orientation'],blue_bottom_M_0,2,1,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,315.60794949999996,315.60794949999996,None,,315.60794949999996,316.60816739999996,316.60816739999996,318.680092,325.39514779999996,327.61890309999995,327.61890309999995,327.61890309999995,327.61890309999995,3,11.427937599999993,339.1367502,368.3118856,339.1367502,368.3118856,339.1367502,368.3118856,339.1367502,368.3118856,9.475308641975309,22.025274500000023,space,315.60794949999996,315.60794949999996,29.08649309999997,,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['blue_top_C_45', 'blue_top_Z_0', 'red_top_P_0', 'blue_left_X_0']","{'color': 'red_top_P_0', 'position': 'blue_left_X_0', 'orientation': 'blue_top_C_45'}",color,"['color', 'orientation']",red_top_P_0,2,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,368.3118856,368.3118856,space,5.471531099999979,373.80790939999997,374.80829589999996,374.80829589999996,376.89011619999997,383.41511219999995,385.4576479,385.4576479,385.4576479,385.4576479,3,6.677993600000022,392.15815979999996,392.15815979999996,392.15815979999996,392.15815979999996,392.15815979999996,392.15815979999996,392.15815979999996,392.15815979999996,None,None,None,,,,,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['red_top_M_0', 'blue_bottom_T_0', 'red_bottom_N_45', 'red_bottom_W_0']","{'color': 'blue_bottom_T_0', 'position': 'red_top_M_0', 'orientation': 'red_bottom_N_45'}",orientation,"['color', 'orientation']",red_bottom_N_45,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,392.15815979999996,392.15815979999996,None,,392.15815979999996,393.1582554,393.1582554,395.2377601,401.5395696,403.56658869999995,403.56658869999995,403.56658869999995,403.56658869999995,2,11.450010100000029,415.041449,415.041449,415.041449,415.041449,415.041449,415.041449,415.041449,415.041449,None,None,None,392.15815979999996,392.15815979999996,,,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['red_left_N_45', 'blue_top_L_45', 'red_top_G_0', 'red_top_V_45']","{'color': 'blue_top_L_45', 'position': 'red_left_N_45', 'orientation': 'red_top_G_0'}",position,"['color', 'position']",red_left_N_45,0,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,415.041449,415.041449,None,,415.041449,416.0417291,416.0417291,418.10681669999997,424.44813039999997,426.6623332,426.6623332,426.6623332,426.6623332,1,8.216871500000067,434.93410029999995,443.1856064,434.93410029999995,443.1856064,434.93410029999995,443.1856064,434.93410029999995,443.1856064,63.02469135802469,6.632201399999985,space,415.041449,415.041449,8.201846799999984,,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['red_right_Z_45', 'blue_right_D_0', 'red_right_P_0', 'red_bottom_Z_0']","{'color': 'blue_right_D_0', 'position': 'red_bottom_Z_0', 'orientation': 'red_right_Z_45'}",color,"['color', 'orientation', 'position']",blue_right_D_0,1,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,443.1856064,443.1856064,space,9.19727470000008,452.40830299999993,453.408627,453.408627,455.4778265,461.9803380999999,464.0019198,464.0019198,464.0019198,464.0019198,2,4.695022799999933,468.7253693,468.7253693,468.7253693,468.7253693,468.7253693,468.7253693,468.7253693,468.7253693,None,None,None,,,,,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['blue_top_L_0', 'blue_bottom_S_0', 'blue_top_B_45', 'red_top_Z_0']","{'color': 'red_top_Z_0', 'position': 'blue_bottom_S_0', 'orientation': 'blue_top_B_45'}",orientation,"['color', 'orientation', 'position']",blue_top_B_45,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,468.7253693,468.7253693,None,,468.7253693,469.7253087,469.7253087,471.79223749999994,478.49782859999993,480.72071359999995,480.72071359999995,480.72071359999995,480.72071359999995,3,5.999035899999953,486.7417872,486.7417872,486.7417872,486.7417872,486.7417872,486.7417872,486.7417872,486.7417872,None,None,None,468.7253693,468.7253693,,,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
