sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.74966350000005,100.74966350000005,f,133.9271257000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2024-07-10_14h00.52.801,robot_cogshifting_sign,2022.2.5,59.924303619692495,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.73970630000002,234.73970630000002,space,137.66485189999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2024-07-10_14h00.52.801,robot_cogshifting_sign,2022.2.5,59.924303619692495,
"['red_right_K_45', 'red_right_L_0', 'blue_right_F_45', 'red_top_X_45']","{'color': 'blue_right_F_45', 'position': 'red_top_X_45', 'orientation': 'red_right_L_0'}",orientation,['orientation'],red_right_L_0,1,1,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,372.4547322,372.4547322,space,2.886160500000017,375.3692253,376.36920890000005,376.36920890000005,378.8631509,385.5765984,387.61560849999995,387.61560849999995,387.61560849999995,387.61560849999995,2,2.8848240000000374,390.6136038,390.6136038,390.6136038,390.6136038,390.6136038,390.6136038,390.6136038,390.6136038,None,None,None,,,,,,,,,,,,,,,,,,,3,001,2024-07-10_14h00.52.801,robot_cogshifting_sign,2022.2.5,59.924303619692495,
"['red_left_W_45', 'blue_left_F_45', 'blue_right_G_45', 'blue_left_M_0']","{'color': 'red_left_W_45', 'position': 'blue_right_G_45', 'orientation': 'blue_left_M_0'}",position,['position'],blue_right_G_45,2,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,3,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,390.6136038,390.6136038,None,,390.6136038,,391.6192861,,400.41070510000003,402.43189720000004,402.43189720000004,402.43189720000004,402.43189720000004,3,0.48485140000008187,402.9360268,402.9360268,402.9360268,402.9360268,402.9360268,402.9360268,402.9360268,402.9360268,None,None,None,390.6136038,390.6136038,,,,,,,,,,,,,,,,,3,001,2024-07-10_14h00.52.801,robot_cogshifting_sign,2022.2.5,59.924303619692495,
"['blue_right_N_45', 'red_top_Z_45', 'red_right_Z_0', 'red_right_K_45']","{'color': 'blue_right_N_45', 'position': 'red_top_Z_45', 'orientation': 'red_right_Z_0'}",color,['color'],blue_right_N_45,0,1,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,3,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,402.9360268,402.9360268,None,,402.9360268,403.93596499999995,403.93596499999995,406.0096719,412.52014620000006,414.5485515,414.5485515,414.5485515,414.5485515,1,3.087896599999965,417.70922820000004,424.98363680000006,417.70922820000004,424.98363680000006,417.70922820000004,424.98363680000006,417.70922820000004,424.98363680000006,9.938271604938265,5.418607700000052,space,402.9360268,402.9360268,7.1989884999999845,,,,,,,,,,,,,,,,3,001,2024-07-10_14h00.52.801,robot_cogshifting_sign,2022.2.5,59.924303619692495,
"['red_left_L_0', 'red_right_C_0', 'blue_left_M_0', 'red_left_V_45']","{'color': 'blue_left_M_0', 'position': 'red_right_C_0', 'orientation': 'red_left_V_45'}",orientation,"['orientation', 'position']",red_left_V_45,3,2,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,3,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,424.98363680000006,424.98363680000006,space,2.7255498000000102,427.73594870000005,428.7358265,428.7358265,430.8063603,437.3197134,439.34576080000005,439.34576080000005,439.34576080000005,439.34576080000005,4,3.40224070000005,442.7692874,442.7692874,442.7692874,442.7692874,442.7692874,442.7692874,442.7692874,442.7692874,None,None,None,,,,,,,,,,,,,,,,,,,3,001,2024-07-10_14h00.52.801,robot_cogshifting_sign,2022.2.5,59.924303619692495,
"['blue_left_M_0', 'blue_left_H_45', 'red_left_T_0', 'blue_bottom_G_0']","{'color': 'red_left_T_0', 'position': 'blue_bottom_G_0', 'orientation': 'blue_left_H_45'}",position,"['orientation', 'position']",blue_bottom_G_0,3,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,3,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,442.7692874,442.7692874,None,,442.7692874,443.76932960000005,443.76932960000005,445.84455140000006,452.153117,454.17697419999996,454.17697419999996,454.17697419999996,454.17697419999996,4,1.8510193000000186,456.0527398,456.0527398,456.0527398,456.0527398,456.0527398,456.0527398,456.0527398,456.0527398,None,None,None,442.7692874,442.7692874,,,,,,,,,,,,,,,,,3,001,2024-07-10_14h00.52.801,robot_cogshifting_sign,2022.2.5,59.924303619692495,
"['red_right_F_0', 'red_left_M_0', 'red_left_X_45', 'blue_left_X_0']","{'color': 'blue_left_X_0', 'position': 'red_right_F_0', 'orientation': 'red_left_X_45'}",color,"['color', 'position']",blue_left_X_0,3,2,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,3,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,456.0527398,456.0527398,None,,456.0527398,457.05267069999996,457.05267069999996,459.12833900000004,465.84229050000005,467.86398890000004,467.86398890000004,467.86398890000004,467.86398890000004,4,2.1975183999999786,470.1103394,478.0051041,470.1103394,478.0051041,470.1103394,478.0051041,470.1103394,478.0051041,25.216049382716037,6.552042799999981,space,456.0527398,456.0527398,7.837461699999892,,,,,,,,,,,,,,,,3,001,2024-07-10_14h00.52.801,robot_cogshifting_sign,2022.2.5,59.924303619692495,
"['blue_top_X_0', 'blue_bottom_C_0', 'blue_bottom_X_45', 'red_bottom_N_0']","{'color': 'red_bottom_N_0', 'position': 'blue_top_X_0', 'orientation': 'blue_bottom_X_45'}",orientation,"['color', 'orientation', 'position']",blue_bottom_X_45,2,3,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,3,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,478.0051041,478.0051041,space,1.3433835000000158,479.36937340000003,480.36946170000004,480.36946170000004,482.43970199999995,488.96052390000006,491.1766863,491.1766863,491.1766863,491.1766863,3,5.532400699999982,496.7360388,496.7360388,496.7360388,496.7360388,496.7360388,496.7360388,496.7360388,496.7360388,None,None,None,,,,,,,,,,,,,,,,,,,3,001,2024-07-10_14h00.52.801,robot_cogshifting_sign,2022.2.5,59.924303619692495,
"['red_right_S_0', 'blue_left_F_0', 'red_left_K_45', 'red_left_T_0']","{'color': 'blue_left_F_0', 'position': 'red_right_S_0', 'orientation': 'red_left_K_45'}",color,"['color', 'orientation', 'position']",blue_left_F_0,1,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,3,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,496.7360388,496.7360388,None,,496.7360388,497.73605790000005,497.73605790000005,499.8126756,506.32999780000006,508.3470229,508.3470229,508.3470229,508.3470229,2,11.914254099999937,520.286402,520.286402,520.286402,520.286402,520.286402,520.286402,520.286402,520.286402,None,None,None,496.7360388,496.7360388,,,,,,,,,,,,,,,,,3,001,2024-07-10_14h00.52.801,robot_cogshifting_sign,2022.2.5,59.924303619692495,
