sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject
"['M', 'B']",False,G,2,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19
"['K', 'Q']",True,Q,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19
"['G', 'N']",True,N,2,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19
"['N', 'M', 'C', 'K']",False,T,4,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19
"['L', 'F', 'M', 'X']",True,M,4,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19
"['G', 'J', 'R', 'K']",True,K,4,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19
"['D', 'C', 'J', 'Z', 'N', 'H']",True,D,6,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19
"['Q', 'J', 'M', 'P', 'G', 'S']",True,M,6,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19
"['R', 'T', 'B', 'S', 'J', 'X']",False,K,6,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19
"['L_Torso_Y_For', 'R_Arm_X_For']",False,R_Base_Y_For,2,robot,1,True,False,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,19
"['L_Torso_Y_For', 'L_Base_X_For']",True,L_Base_X_For,2,robot,1,False,False,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Base_X_For.mp4,19
"['R_Arm_Z_For', 'R_Head_Y_Back']",True,R_Arm_Z_For,2,robot,1,False,True,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\R_Arm_Z_For.mp4,19
"['R_Torso_Y_Back', 'L_Arm_Y_For', 'R_Torso_Z_Back', 'L_Base_Z_Back']",False,R_Base_X_Back,4,robot,1,True,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\R_Base_X_Back.mp4,19
"['L_Torso_Y_Back', 'L_Torso_Z_Back', 'L_Head_Y_Back', 'R_Base_Y_Back']",True,R_Base_Y_Back,4,robot,1,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Base_Y_Back.mp4,19
"['R_Base_Y_For', 'L_Torso_Y_For', 'L_Base_X_For', 'R_Head_Z_Back']",True,R_Base_Y_For,4,robot,1,False,True,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Base_Y_For.mp4,19
"['R_Base_Y_Back', 'R_Torso_Y_For', 'L_Torso_Z_For', 'R_Base_Z_Back', 'R_Torso_Z_Back', 'R_Head_Y_Back']",False,R_Head_X_For,6,robot,1,True,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\R_Head_X_For.mp4,19
"['L_Torso_Y_Back', 'R_Base_Y_Back', 'R_Head_Z_For', 'L_Base_Y_For', 'L_Torso_X_Back', 'L_Arm_Z_For']",True,L_Torso_Y_Back,6,robot,1,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,19
"['R_Head_X_For', 'R_Arm_Z_For', 'L_Base_X_For', 'R_Base_X_For', 'L_Head_Y_Back', 'R_Base_Y_Back']",True,R_Arm_Z_For,6,robot,1,False,True,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Arm_Z_For.mp4,19
