sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject
"['blue_top_W_45', 'red_top_L_0', 'blue_bottom_P_0', 'blue_top_H_0']","{'color': 'red_top_L_0', 'position': 'blue_bottom_P_0', 'orientation': 'blue_top_W_45'}",orientation,['orientation'],blue_top_W_45,0,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0
"['blue_right_G_0', 'red_right_C_45', 'blue_right_F_45', 'blue_top_M_45']","{'color': 'red_right_C_45', 'position': 'blue_top_M_45', 'orientation': 'blue_right_G_0'}",color,['color'],red_right_C_45,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0
"['blue_left_Z_0', 'blue_right_D_45', 'blue_left_D_45', 'red_left_W_45']","{'color': 'red_left_W_45', 'position': 'blue_right_D_45', 'orientation': 'blue_left_Z_0'}",position,['position'],blue_right_D_45,1,1,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0
"['red_bottom_Q_45', 'blue_bottom_X_45', 'blue_bottom_Z_0', 'blue_top_P_45']","{'color': 'red_bottom_Q_45', 'position': 'blue_top_P_45', 'orientation': 'blue_bottom_Z_0'}",orientation,"['color', 'orientation']",blue_bottom_Z_0,2,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0
"['red_bottom_P_45', 'blue_left_S_45', 'red_left_T_0', 'red_left_F_45']","{'color': 'blue_left_S_45', 'position': 'red_bottom_P_45', 'orientation': 'red_left_T_0'}",color,"['color', 'position']",blue_left_S_45,1,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0
"['red_top_Z_0', 'red_top_F_45', 'red_bottom_F_0', 'blue_top_S_0']","{'color': 'blue_top_S_0', 'position': 'red_bottom_F_0', 'orientation': 'red_top_F_45'}",position,"['orientation', 'position']",red_bottom_F_0,2,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0
"['blue_top_T_45', 'red_top_N_45', 'red_top_H_0', 'red_bottom_Q_45']","{'color': 'blue_top_T_45', 'position': 'red_bottom_Q_45', 'orientation': 'red_top_H_0'}",orientation,"['color', 'orientation', 'position']",red_top_H_0,2,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0
"['blue_bottom_R_0', 'blue_left_C_45', 'red_bottom_J_45', 'blue_bottom_F_45']","{'color': 'red_bottom_J_45', 'position': 'blue_left_C_45', 'orientation': 'blue_bottom_R_0'}",color,"['color', 'orientation', 'position']",red_bottom_J_45,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0
"['red_bottom_H_0', 'blue_bottom_X_45', 'blue_left_Q_0', 'blue_bottom_D_0']","{'color': 'red_bottom_H_0', 'position': 'blue_left_Q_0', 'orientation': 'blue_bottom_X_45'}",position,"['color', 'orientation', 'position']",blue_left_Q_0,2,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0
"['R_Torso_Z_Back', 'R_Arm_X_Back', 'R_Torso_X_Back', 'L_Torso_X_Back']","{'laterality': 'L_Torso_X_Back', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Torso_Z_Back'}",movement,['movement'],R_Torso_Z_Back,0,1,robot,2,True,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,0
