sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.338535800110549,15.338535800110549,f,5.66237540030852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.066045199986547,21.066045199986547,space,9.887196899857372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['red_right_T_0', 'red_right_Z_45', 'blue_right_P_0', 'red_left_G_0']","{'color': 'blue_right_P_0', 'position': 'red_left_G_0', 'orientation': 'red_right_Z_45'}",position,['position'],red_left_G_0,3,1,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,31.01899450039491,31.01899450039491,space,4.438334700185806,35.47777460003272,36.47980020008981,47.334461100399494,49.37172140041366,49.37172140041366,49.37172140041366,49.37172140041366,4,0.7891619997099042,50.22341820038855,50.22341820038855,50.22341820038855,50.22341820038855,50.22341820038855,50.22341820038855,50.22341820038855,50.22341820038855,None,None,None,,,,,,,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['red_bottom_Z_0', 'blue_left_P_0', 'blue_bottom_L_0', 'blue_bottom_D_45']","{'color': 'red_bottom_Z_0', 'position': 'blue_left_P_0', 'orientation': 'blue_bottom_D_45'}",orientation,['orientation'],blue_bottom_D_45,3,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,50.22341820038855,50.22341820038855,None,,50.22341820038855,51.22542560007423,59.80904070008546,62.030015600379556,62.030015600379556,62.030015600379556,62.030015600379556,4,0.482321800198406,62.5309600001201,62.5309600001201,62.5309600001201,62.5309600001201,62.5309600001201,62.5309600001201,62.5309600001201,62.5309600001201,None,None,None,50.22341820038855,50.22341820038855,51.22542560007423,53.29615720035508,,,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['red_top_G_0', 'blue_top_Q_45', 'red_top_V_45', 'red_left_J_45']","{'color': 'blue_top_Q_45', 'position': 'red_left_J_45', 'orientation': 'red_top_G_0'}",color,['color'],blue_top_Q_45,1,1,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,62.5309600001201,62.5309600001201,None,,62.5309600001201,63.532958700321615,72.3002269002609,74.33749409997836,74.33749409997836,74.33749409997836,74.33749409997836,2,0.7748479000292718,75.18926260014996,86.27768090041354,75.18926260014996,86.27768090041354,75.18926260014996,86.27768090041354,75.18926260014996,86.27768090041354,24.682539682539684,9.968141800258309,space,62.5309600001201,62.5309600001201,63.532958700321615,65.60373450024053,11.027840299997479,,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['blue_left_S_0', 'red_left_N_45', 'red_left_G_0', 'red_bottom_T_0']","{'color': 'blue_left_S_0', 'position': 'red_bottom_T_0', 'orientation': 'red_left_N_45'}",orientation,"['orientation', 'position']",red_left_N_45,1,2,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,86.27768090041354,86.27768090041354,space,4.730577500071377,91.03706480003893,92.03902860032395,100.8063126001507,102.84361070021987,102.84361070021987,102.84361070021987,102.84361070021987,2,2.2932955999858677,105.16485800035298,105.16485800035298,105.16485800035298,105.16485800035298,105.16485800035298,105.16485800035298,105.16485800035298,105.16485800035298,None,None,None,,,,,,,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['red_bottom_X_45', 'red_top_R_45', 'blue_bottom_V_45', 'red_bottom_D_0']","{'color': 'blue_bottom_V_45', 'position': 'red_top_R_45', 'orientation': 'red_bottom_D_0'}",position,"['color', 'position']",red_top_R_45,1,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,105.16485800035298,105.16485800035298,None,,105.16485800035298,106.16683720005676,114.9508739002049,117.17182540008798,117.17182540008798,117.17182540008798,117.17182540008798,2,8.140590099617839,125.33789820037782,125.33789820037782,125.33789820037782,125.33789820037782,125.33789820037782,125.33789820037782,125.33789820037782,125.33789820037782,None,None,None,105.16485800035298,105.16485800035298,106.16683720005676,108.23755320021883,,,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['red_left_J_45', 'blue_left_R_0', 'blue_right_N_45', 'blue_left_L_45']","{'color': 'red_left_J_45', 'position': 'blue_right_N_45', 'orientation': 'blue_left_R_0'}",color,"['color', 'position']",red_left_J_45,0,2,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,125.33789820037782,125.33789820037782,None,,125.33789820037782,126.33980680024251,134.9234921000898,137.14441890036687,137.14441890036687,137.14441890036687,137.14441890036687,1,1.4878091998398304,138.6975196003914,154.5286312000826,138.6975196003914,154.5286312000826,138.6975196003914,154.5286312000826,138.6975196003914,154.5286312000826,59.920634920634924,15.406664500012994,space,125.33789820037782,125.33789820037782,126.33980680024251,128.41060150042176,15.751345899887383,,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['red_bottom_G_45', 'blue_bottom_N_45', 'blue_bottom_J_0', 'blue_right_P_45']","{'color': 'red_bottom_G_45', 'position': 'blue_right_P_45', 'orientation': 'blue_bottom_J_0'}",position,"['color', 'orientation', 'position']",blue_right_P_45,3,3,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,154.5286312000826,154.5286312000826,space,3.864770600106567,158.4196024001576,159.42156779998913,168.20558740012348,170.42658560024574,170.42658560024574,170.42658560024574,170.42658560024574,4,1.102396700065583,171.54548230022192,171.54548230022192,171.54548230022192,171.54548230022192,171.54548230022192,171.54548230022192,171.54548230022192,171.54548230022192,None,None,None,,,,,,,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['blue_top_T_45', 'red_bottom_W_45', 'red_top_W_45', 'red_top_F_0']","{'color': 'blue_top_T_45', 'position': 'red_bottom_W_45', 'orientation': 'red_top_F_0'}",color,"['color', 'orientation', 'position']",blue_top_T_45,0,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,171.54548230022192,171.54548230022192,None,,171.54548230022192,172.54740700032562,181.08102990034968,183.3019182002172,183.3019182002172,183.3019182002172,183.3019182002172,1,2.1557072000578046,185.48955100029707,185.48955100029707,185.48955100029707,185.48955100029707,185.48955100029707,185.48955100029707,185.48955100029707,185.48955100029707,None,None,None,171.54548230022192,171.54548230022192,172.54740700032562,174.61821700027213,,,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
