sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
L,False,1,letter,2,True,False,robot_stimuli\\filler.mp4,5
P,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5
P,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,5
S,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5
S,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,5
T,False,1,letter,2,False,True,robot_stimuli\\filler.mp4,5
Z,False,2,letter,2,True,False,robot_stimuli\\filler.mp4,5
V,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,5
Z,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,5
V,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,5
X,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,5
D,False,2,letter,2,False,True,robot_stimuli\\filler.mp4,5
P,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,5
V,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5
H,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5
P,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,5
V,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,5
J,False,3,letter,2,False,True,robot_stimuli\\filler.mp4,5
R_Head_Z_Back,False,1,robot,1,True,False,robot_stimuli\R_Head_Z_Back.mp4,5
R_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,5
L_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,5
R_Base_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,5
R_Base_Z_For,True,1,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,5
R_Base_Z_For,True,1,robot,1,False,True,robot_stimuli\R_Base_Z_For.mp4,5
R_Head_Y_For,False,2,robot,1,True,False,robot_stimuli\R_Head_Y_For.mp4,5
R_Head_Y_For,False,2,robot,1,False,False,robot_stimuli\R_Head_Y_For.mp4,5
R_Head_Y_For,True,2,robot,1,False,False,robot_stimuli\R_Head_Y_For.mp4,5
L_Arm_X_Back,False,2,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,5
R_Torso_Z_Back,False,2,robot,1,False,False,robot_stimuli\R_Torso_Z_Back.mp4,5
L_Arm_X_Back,True,2,robot,1,False,True,robot_stimuli\L_Arm_X_Back.mp4,5
L_Arm_Z_For,False,3,robot,1,True,False,robot_stimuli\L_Arm_Z_For.mp4,5
R_Head_Z_For,False,3,robot,1,False,False,robot_stimuli\R_Head_Z_For.mp4,5
L_Torso_Y_For,False,3,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,5
L_Arm_Z_For,True,3,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,5
L_Arm_X_Back,False,3,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,5
L_Torso_Y_For,True,3,robot,1,False,True,robot_stimuli\L_Torso_Y_For.mp4,5
