sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
L_Arm_X_Back,False,1,robot,1,True,False,robot_stimuli\L_Arm_X_Back.mp4,19
R_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,19
R_Head_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,19
R_Torso_Y_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,19
L_Head_X_For,False,1,robot,1,False,False,robot_stimuli\L_Head_X_For.mp4,19
R_Arm_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,19
R_Arm_Z_For,True,1,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,19
R_Torso_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_Z_Back.mp4,19
L_Arm_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Arm_Y_Back.mp4,19
L_Torso_X_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_X_For.mp4,19
L_Torso_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Torso_X_Back.mp4,19
L_Arm_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,19
R_Head_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,19
R_Torso_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Torso_Y_For.mp4,19
R_Torso_Y_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,19
R_Torso_Y_Back,True,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,19
R_Torso_Y_Back,True,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,19
R_Torso_Y_Back,True,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,19
L_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,19
L_Torso_Z_For,True,1,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,19
R_Arm_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Arm_Y_For.mp4,19
L_Base_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,19
L_Arm_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Arm_Z_Back.mp4,19
