sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject
P,False,1,letter,2,True,False,robot_stimuli\\filler.mp4,13
X,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,13
X,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,13
D,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,13
X,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,13
X,True,1,letter,2,False,True,robot_stimuli\\filler.mp4,13
J,False,2,letter,2,True,False,robot_stimuli\\filler.mp4,13
T,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,13
J,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,13
P,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,13
S,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,13
P,True,2,letter,2,False,True,robot_stimuli\\filler.mp4,13
Q,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,13
P,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,13
D,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,13
X,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,13
P,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,13
D,True,3,letter,2,False,True,robot_stimuli\\filler.mp4,13
R_Torso_Y_For,False,1,robot,1,True,False,robot_stimuli\R_Torso_Y_For.mp4,13
R_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,13
R_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Torso_Z_For.mp4,13
R_Torso_Z_For,True,1,robot,1,False,False,robot_stimuli\R_Torso_Z_For.mp4,13
L_Torso_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Torso_Y_Back.mp4,13
L_Torso_Y_Back,True,1,robot,1,False,True,robot_stimuli\L_Torso_Y_Back.mp4,13
R_Base_X_For,False,2,robot,1,True,False,robot_stimuli\R_Base_X_For.mp4,13
R_Torso_X_For,False,2,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,13
L_Arm_Z_Back,False,2,robot,1,False,False,robot_stimuli\L_Arm_Z_Back.mp4,13
R_Torso_X_For,True,2,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,13
L_Arm_Z_Back,True,2,robot,1,False,False,robot_stimuli\L_Arm_Z_Back.mp4,13
L_Arm_Y_Back,False,2,robot,1,False,True,robot_stimuli\L_Arm_Y_Back.mp4,13
R_Arm_Y_For,False,3,robot,1,True,False,robot_stimuli\R_Arm_Y_For.mp4,13
L_Arm_Y_Back,False,3,robot,1,False,False,robot_stimuli\L_Arm_Y_Back.mp4,13
R_Base_Y_For,False,3,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,13
R_Arm_Y_For,True,3,robot,1,False,False,robot_stimuli\R_Arm_Y_For.mp4,13
L_Torso_Y_For,False,3,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,13
R_Base_Y_For,True,3,robot,1,False,True,robot_stimuli\R_Base_Y_For.mp4,13
