sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30356950033456,11.30356950033456,f,44.49440399929881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8571862000972,55.8571862000972,space,11.460068599320948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
"['blue_top_V_45', 'blue_bottom_J_45', 'blue_bottom_X_0', 'red_bottom_M_45']","{'color': 'red_bottom_M_45', 'position': 'blue_top_V_45', 'orientation': 'blue_bottom_X_0'}",color,['color'],red_bottom_M_45,3,1,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,67.37982839997858,67.37982839997858,space,2.010902998968959,69.41717470064759,70.41916300076991,80.12156410049647,82.15891810040921,82.15891810040921,82.15891810040921,82.15891810040921,4,1.1662911996245384,83.37795250024647,83.37795250024647,83.37795250024647,83.37795250024647,83.37795250024647,83.37795250024647,83.37795250024647,83.37795250024647,None,None,None,,,,,,,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
"['blue_left_M_0', 'blue_bottom_Q_0', 'blue_left_V_45', 'red_left_W_0']","{'color': 'red_left_W_0', 'position': 'blue_bottom_Q_0', 'orientation': 'blue_left_V_45'}",orientation,['orientation'],blue_left_V_45,2,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,83.37795250024647,83.37795250024647,None,,83.37795250024647,84.37991050072014,92.96353009995073,94.98413609992713,94.98413609992713,94.98413609992713,94.98413609992713,3,0.9972789995372295,96.00280690006912,96.00280690006912,96.00280690006912,96.00280690006912,96.00280690006912,96.00280690006912,96.00280690006912,96.00280690006912,None,None,None,83.37795250024647,83.37795250024647,84.37991050072014,86.45071590039879,,,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
"['red_left_X_45', 'red_right_C_0', 'red_left_N_0', 'blue_left_Q_0']","{'color': 'blue_left_Q_0', 'position': 'red_right_C_0', 'orientation': 'red_left_X_45'}",position,['position'],red_right_C_0,1,1,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,96.00280690006912,96.00280690006912,None,,96.00280690006912,97.00474990066141,105.58835580013692,107.60896240081638,107.60896240081638,107.60896240081638,107.60896240081638,2,0.763706399127841,108.44391440041363,121.20239400025457,108.44391440041363,121.20239400025457,108.44391440041363,121.20239400025457,108.44391440041363,121.20239400025457,26.269841269841272,10.413302700035274,space,96.00280690006912,96.00280690006912,97.00474990066141,99.09220230020583,12.697584600187838,,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
"['red_bottom_S_45', 'blue_top_F_45', 'red_top_Z_45', 'red_top_D_0']","{'color': 'blue_top_F_45', 'position': 'red_bottom_S_45', 'orientation': 'red_top_D_0'}",color,"['color', 'position']",blue_top_F_45,1,2,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,121.20239400025457,121.20239400025457,space,4.763245498761535,125.99516110029072,126.99710620008409,135.38033970072865,137.41765190009028,137.41765190009028,137.41765190009028,137.41765190009028,2,4.211696700192988,141.65932310000062,141.65932310000062,141.65932310000062,141.65932310000062,141.65932310000062,141.65932310000062,141.65932310000062,141.65932310000062,None,None,None,,,,,,,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
"['blue_right_J_0', 'blue_right_J_45', 'red_right_X_0', 'blue_top_C_0']","{'color': 'red_right_X_0', 'position': 'blue_top_C_0', 'orientation': 'blue_right_J_45'}",position,"['color', 'position']",blue_top_C_0,3,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,141.65932310000062,141.65932310000062,None,,141.65932310000062,142.66130049992353,151.22811140026897,153.24875910021365,153.24875910021365,153.24875910021365,153.24875910021365,4,3.4044916993007064,156.67221280001104,156.67221280001104,156.67221280001104,156.67221280001104,156.67221280001104,156.67221280001104,156.67221280001104,156.67221280001104,None,None,None,141.65932310000062,141.65932310000062,142.66130049992353,144.73205590061843,,,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
"['red_bottom_G_45', 'blue_bottom_P_0', 'blue_bottom_J_45', 'blue_right_D_45']","{'color': 'red_bottom_G_45', 'position': 'blue_right_D_45', 'orientation': 'blue_bottom_P_0'}",orientation,"['orientation', 'position']",blue_bottom_P_0,1,2,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,156.67221280001104,156.67221280001104,None,,156.67221280001104,157.67420270014554,166.24103560019284,168.26165710017085,168.26165710017085,168.26165710017085,168.26165710017085,2,1.7676297994330525,170.0819151001051,177.96410630084574,170.0819151001051,177.96410630084574,170.0819151001051,177.96410630084574,170.0819151001051,177.96410630084574,59.285714285714285,5.58695609960705,space,156.67221280001104,156.67221280001104,157.67420270014554,159.74498660024256,7.819321199320257,,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
"['red_left_R_0', 'blue_left_W_0', 'blue_left_F_45', 'blue_bottom_S_0']","{'color': 'red_left_R_0', 'position': 'blue_bottom_S_0', 'orientation': 'blue_left_F_45'}",orientation,"['color', 'orientation', 'position']",blue_left_F_45,2,3,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,177.96410630084574,177.96410630084574,space,2.032563799060881,180.01814480032772,181.020094900392,189.60371920000762,191.82471210043877,191.82471210043877,191.82471210043877,191.82471210043877,2,7.925472599454224,199.77367589995265,199.77367589995265,199.77367589995265,199.77367589995265,199.77367589995265,199.77367589995265,199.77367589995265,199.77367589995265,None,None,None,,,,,,,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
"['blue_right_C_0', 'red_left_C_0', 'blue_left_X_0', 'blue_left_J_45']","{'color': 'red_left_C_0', 'position': 'blue_right_C_0', 'orientation': 'blue_left_J_45'}",position,"['color', 'orientation', 'position']",blue_right_C_0,0,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,199.77367589995265,199.77367589995265,None,,199.77367589995265,200.7756843008101,209.34262569993734,211.3631374007091,211.3631374007091,211.3631374007091,211.3631374007091,1,2.418676699511707,213.80128280073404,213.80128280073404,213.80128280073404,213.80128280073404,213.80128280073404,213.80128280073404,213.80128280073404,213.80128280073404,None,None,None,199.77367589995265,199.77367589995265,200.7756843008101,202.84653270058334,,,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
"['blue_right_W_45', 'red_right_V_0', 'blue_right_Q_0', 'blue_left_L_0']","{'color': 'red_right_V_0', 'position': 'blue_left_L_0', 'orientation': 'blue_right_W_45'}",color,"['color', 'orientation', 'position']",red_right_V_0,1,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,213.80128280073404,213.80128280073404,None,,213.80128280073404,214.80326530057937,223.52128820028156,225.557750900276,225.557750900276,225.557750900276,225.557750900276,2,3.983424799516797,229.59908220078796,233.62366370018572,229.59908220078796,233.62366370018572,229.59908220078796,233.62366370018572,229.59908220078796,233.62366370018572,100.07936507936509,2.5482569001615047,space,213.80128280073404,213.80128280073404,214.80326530057937,216.87409540079534,3.942370398901403,,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
"['L_Base_Y_Back', 'R_Base_Y_For', 'R_Head_Y_For', 'R_Base_Z_For']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Head_Y_For', 'movement': 'R_Base_Z_For'}",movement,['movement'],R_Base_Z_For,3,1,robot,1,True,False,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,23,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,233.62366370018572,233.62366370018572,space,2.598640600219369,236.2454874003306,237.24745750054717,,,254.11471430025995,254.11471430025995,254.11471430025995,1,12.049838999286294,266.1877168007195,266.1877168007195,266.1877168007195,266.1877168007195,266.1877168007195,266.1877168007195,266.1877168007195,266.1877168007195,None,None,None,,,,,,250.47351830080152,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
"['L_Head_X_For', 'L_Torso_Y_For', 'L_Torso_X_For', 'R_Torso_X_Back']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Head_X_For', 'movement': 'L_Torso_Y_For'}",localisation,['localisation'],L_Head_X_For,0,1,robot,1,False,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\L_Head_X_For.mp4,23,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,266.1877168007195,266.1877168007195,None,,266.1877168007195,267.18970530014485,,,284.03951990045607,284.03951990045607,284.03951990045607,1,1.117819699458778,285.17512240074575,285.17512240074575,285.17512240074575,285.17512240074575,285.17512240074575,285.17512240074575,285.17512240074575,285.17512240074575,None,None,None,266.1877168007195,266.1877168007195,267.18970530014485,269.2771302005276,,280.3990768007934,,,,,,,,,,,,,,,23,001,2024-09-27_13h30.09.964,robot_cogshifting_sign,2022.2.5,59.87378604591075,
