sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject
"['blue_top_V_45', 'blue_bottom_J_45', 'blue_bottom_X_0', 'red_bottom_M_45']","{'color': 'red_bottom_M_45', 'position': 'blue_top_V_45', 'orientation': 'blue_bottom_X_0'}",color,['color'],red_bottom_M_45,3,1,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23
"['blue_left_M_0', 'blue_bottom_Q_0', 'blue_left_V_45', 'red_left_W_0']","{'color': 'red_left_W_0', 'position': 'blue_bottom_Q_0', 'orientation': 'blue_left_V_45'}",orientation,['orientation'],blue_left_V_45,2,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23
"['red_left_X_45', 'red_right_C_0', 'red_left_N_0', 'blue_left_Q_0']","{'color': 'blue_left_Q_0', 'position': 'red_right_C_0', 'orientation': 'red_left_X_45'}",position,['position'],red_right_C_0,1,1,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23
"['red_bottom_S_45', 'blue_top_F_45', 'red_top_Z_45', 'red_top_D_0']","{'color': 'blue_top_F_45', 'position': 'red_bottom_S_45', 'orientation': 'red_top_D_0'}",color,"['color', 'position']",blue_top_F_45,1,2,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23
"['blue_right_J_0', 'blue_right_J_45', 'red_right_X_0', 'blue_top_C_0']","{'color': 'red_right_X_0', 'position': 'blue_top_C_0', 'orientation': 'blue_right_J_45'}",position,"['color', 'position']",blue_top_C_0,3,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23
"['red_bottom_G_45', 'blue_bottom_P_0', 'blue_bottom_J_45', 'blue_right_D_45']","{'color': 'red_bottom_G_45', 'position': 'blue_right_D_45', 'orientation': 'blue_bottom_P_0'}",orientation,"['orientation', 'position']",blue_bottom_P_0,1,2,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23
"['red_left_R_0', 'blue_left_W_0', 'blue_left_F_45', 'blue_bottom_S_0']","{'color': 'red_left_R_0', 'position': 'blue_bottom_S_0', 'orientation': 'blue_left_F_45'}",orientation,"['color', 'orientation', 'position']",blue_left_F_45,2,3,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23
"['blue_right_C_0', 'red_left_C_0', 'blue_left_X_0', 'blue_left_J_45']","{'color': 'red_left_C_0', 'position': 'blue_right_C_0', 'orientation': 'blue_left_J_45'}",position,"['color', 'orientation', 'position']",blue_right_C_0,0,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23
"['blue_right_W_45', 'red_right_V_0', 'blue_right_Q_0', 'blue_left_L_0']","{'color': 'red_right_V_0', 'position': 'blue_left_L_0', 'orientation': 'blue_right_W_45'}",color,"['color', 'orientation', 'position']",red_right_V_0,1,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23
"['L_Base_Y_Back', 'R_Base_Y_For', 'R_Head_Y_For', 'R_Base_Z_For']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Head_Y_For', 'movement': 'R_Base_Z_For'}",movement,['movement'],R_Base_Z_For,3,1,robot,1,True,False,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,23
